Method,Longitude,AnnualPrecipitation,MeanTemperatureofDriestQuarter,MeanDiurnalRange,AverageAridityIndex,SoilTypeWRB,SoilOrganicCarbon,BulkDensity
-0.024377715512211347,0.07708557589550215,-0.01628375749180745,-0.055745222168551566,0.2162296560762858,0.14300270151535913,0.0007074686916251102,-0.21261946049971356,-0.0356355754433105
-0.027316097368663098,0.0828919672758006,-0.02310072341295524,-0.056084394941081174,0.21941210080401774,0.14357764269112616,-0.022675072709992194,-0.14687972534407856,0.048856584000372176
-0.030292280279537478,0.09247237280600058,-0.016500322634585497,-0.056042719113435294,0.31105064020497475,0.15788092495108336,-0.024110148796969023,0.04968650632833586,0.04188677617002227
-0.0264277510868362,0.07708557589550215,-0.01628375749180745,-0.055745222168551566,0.2162296560762858,0.14300270151535913,-0.021138691652081085,-0.21322901509732126,-0.0356355754433105
-0.027316097368663098,0.0828919672758006,-0.02310072341295524,-0.056084394941081174,0.21941210080401774,0.14357764269112616,-0.022675072709992194,-0.14687972534407856,0.048856584000372176
-0.09490749486127659,0.05277914074603179,0.006915672382225405,-0.31063080565627277,-0.19774639946783074,-0.08365136493881244,0.07634402530327812,-0.10827162962346684,0.04462325024015967
-0.13070575831708714,0.039502890923918337,-0.007206546387934852,-0.2630735047609461,-0.22890808850963845,-0.08336186810355656,-0.08867188098512538,-0.12897658274825258,-0.06925174699107735
-0.06003023467714996,0.09806868136592752,0.012988904180552626,-0.13845196892242925,0.34034411901314787,-0.07710618502915059,-0.07144179905987519,0.18042507805470306,-0.03405291447595245
-0.08701469054840759,0.09316450803652604,0.017700754346508144,-0.13758511376775212,0.3558841611616309,-0.09193518899962697,-0.04816169289453835,0.19238655658773418,-0.043416969323278466
-0.07452009429774918,0.07239363642199247,-0.01400983718496201,-0.16661873730091384,-0.14879505712971808,-0.07123467211868029,0.07588605019249653,0.06699006946222248,0.14045017442576854
-0.1235432769412794,0.08429545370574604,0.011018025257438032,-0.16338669974902248,-0.1962852386525783,-0.07302378482968123,-0.06116440001577061,-0.15863682984147118,-0.09702918282670238
-0.09261740555998707,0.0648330305855074,-0.00961852358495119,-0.14384909566679355,-0.18706648018324978,-0.07387305888684843,-0.043488596052904685,0.074062435668002,-0.10896076651974342
-0.0840573472738613,0.08675253387919418,0.010673168570413945,-0.1619909379589742,-0.19484842183518516,-0.06521507456855594,-0.057727963710195264,-0.1600176212486944,-0.09185045321355931
-0.047021713045272494,0.06951173349375395,-0.016925484504335245,-0.16137558375121464,-0.1627773822468995,-0.06819555180960125,-0.07312602288697084,0.07398190367911787,0.11587811086877978
-0.05763098992926848,0.0832846246421243,0.010501454978334225,-0.1544069578508335,-0.20064903441220594,-0.05702081891652983,-0.10349348612479482,-0.15374627893151846,-0.09629006965339616
-0.04797737738030625,0.0613651213484375,-0.009567576164382004,-0.1351436896486661,-0.19199574007037895,-0.05851312699743668,-0.09062190095811797,0.07133664303623058,-0.10659056340057542
-0.056658312587815854,0.0832846246421243,0.010501454978334225,-0.1544069578508335,-0.20041518010731854,-0.05702081891652983,-0.10335583285149841,-0.15525735322375586,-0.09406637326970779
0.053284207046338426,0.07146402005312585,0.004530139730493907,-0.2880240711901749,-0.22123744148504915,-0.05761412805825444,-0.0738934694682152,0.04877603390065457,0.09250344034625063
0.06877414798429218,0.086192977895517,0.04819899023202827,-0.22200045660844195,-0.24694084167368716,-0.056082827203172106,-0.08268146241136215,-0.14129841052808795,-0.06538073698003034
0.0665584333837941,0.07526224537771414,0.04066718136583724,-0.22320201540913537,-0.24948068839061996,-0.0645163362014489,-0.08255090386220387,-0.09844709544785792,-0.027678693997782396
0.06895497879066415,0.08363767538789815,0.048461841534970886,-0.22461289919522087,-0.24694084167368716,-0.056082827203172106,-0.08236848743961092,-0.13530760562626662,-0.06696045386851962
0.053284207046338426,0.07146402005312585,0.004530139730493907,-0.2880240711901749,-0.22123744148504915,-0.05761412805825444,-0.0738934694682152,0.04877603390065457,0.09250344034625063
0.06877414798429218,0.086192977895517,0.04819899023202827,-0.22200045660844195,-0.24694084167368716,-0.056082827203172106,-0.08268146241136215,-0.14129841052808795,-0.06538073698003034
0.0665584333837941,0.07526224537771414,0.04066718136583724,-0.22320201540913537,-0.24948068839061996,-0.0645163362014489,-0.08255090386220387,-0.09844709544785792,-0.027678693997782396
0.06895497879066415,0.08363767538789815,0.048461841534970886,-0.22461289919522087,-0.24694084167368716,-0.056082827203172106,-0.08236848743961092,-0.13530760562626662,-0.06696045386851962
0.0664902210959349,0.0646771555316932,0.027080385800242017,-0.13175866179715295,-0.18731240596035417,-0.05851312699743668,-0.08570490495521486,0.05402152192478037,-0.08895847170690621
0.07563939865287121,0.08659665882537994,0.048800971149550905,-0.15036673214746077,-0.19495109142166953,-0.05702081891652983,-0.0940998570032427,-0.1470844237969924,-0.08673866323422735
0.07557996524016523,0.07266450557576548,0.03544603510206795,-0.15051927307098384,-0.19518494572655695,-0.06630874838507134,-0.09506962394990653,-0.12141513434226926,-0.08531260820316917
0.06086678629179025,0.09030221027446118,0.05226366289173029,-0.14581640581649563,-0.2356989089668687,-0.07586909312819119,-0.08370934974295716,0.10426083702847393,-0.07496359254007734
0.0664902210959349,0.0646771555316932,0.027080385800242017,-0.13175866179715295,-0.18731240596035417,-0.05851312699743668,-0.08570490495521486,0.05402152192478037,-0.08895847170690621
0.07563939865287121,0.08659665882537994,0.048800971149550905,-0.15036673214746077,-0.19495109142166953,-0.05702081891652983,-0.0940998570032427,-0.1470844237969924,-0.08673866323422735
0.07557996524016523,0.07266450557576548,0.03544603510206795,-0.15051927307098384,-0.19518494572655695,-0.06630874838507134,-0.09506962394990653,-0.12141513434226926,-0.08531260820316917
0.06335545218684514,0.09025340096479857,0.052765943510716604,-0.1462220051662262,-0.2356989089668687,-0.07586909312819119,-0.08377657639616352,0.10426083702847393,-0.07703206713048688
0.03801927063653073,0.14953992639627278,0.0478856616019362,-0.08198761153097012,-0.22519735493273696,0.1575341474168812,0.11395367204078471,-0.007563704036719498,0.0874330548468162
0.042490051496267583,0.14701254631533223,0.03907471295073675,-0.08369050187200189,-0.22938620568897689,0.1461525530942208,0.008447366315289718,-0.027850864138217434,0.10639219893480872
0.03130189957582081,0.15982980349974346,0.028848608607979533,-0.08531701215153886,-0.23400121726654902,0.14517851877743915,0.005807080568210873,-0.02239363295511622,0.038430690090821465
0.0202136905679535,0.059681638733757335,-0.09025361226017731,0.14102719418270634,0.11100902106852173,-0.016986495708729604,-0.03413506800965249,0.031634004988112446,0.09193248687248055
-0.03196152079018223,0.07341996586205597,-0.14973155927542356,0.12804222543910113,0.10380869405407292,-0.03361083106009724,-0.023853987671268305,-0.24611305483199886,0.08619466312135608
-0.06581221685602151,0.06052180720999462,-0.12816294222926478,0.13450586924105995,0.10899997678362285,-0.024878327764464435,-0.04559058484593256,-0.19119674904301479,0.11212039337582125
-0.03900431852643998,0.06427579173163585,-0.0821922815322525,0.1375707718167046,0.11939133177710819,-0.004577400096591765,0.04667633900352731,0.06706417993127013,0.13132018030990525
-0.011714710004565015,0.05832301488308896,-0.1667316478948937,0.13035740993813122,0.09948314598644126,-0.02977641649122975,-0.05447624614633481,-0.26732483419102065,-0.04149849362334637
-0.07279124241990848,0.0635504001559448,-0.1578331102861367,0.1256614786824833,0.10786545669502769,-0.016354289718221393,0.04711615805465035,-0.26829421708297335,-0.01789498415269481
-0.017067908832989195,0.06521297189180313,-0.0807786468476532,0.1391385129519293,0.11723177111326634,-0.005983395040922516,0.08906409128978457,0.04243300694259731,0.13160902674360778
-0.05638737135843714,0.07864735113491182,-0.14383340700816075,0.12809879601770702,0.11240730753292633,-0.020865666078682316,0.053700320307224346,-0.25882790900238656,0.11760557824651811
-0.052931544494030834,0.06602718611337517,-0.12525381452107137,0.13742439930576927,0.11359262341302867,-0.019190316207480042,0.05745848301997841,-0.18625450049029552,0.11555303719430145
-0.03982539592194576,0.06447518084263833,-0.08176997136906734,0.14031489542620076,0.12074230804801332,-0.004434968053107424,0.08522064444482061,0.06629749047094011,0.13842195615017835
-0.06270520371076528,0.06311655699196993,-0.1578331102861367,0.12685908299947782,0.10953506838869456,-0.016547927044014143,0.07780970176705251,-0.26774101988755444,-0.013306964803275258
0.024740025069301258,0.06475317447316303,-0.08850463289503953,0.1469927872933823,0.11663400854607098,-0.011492121477537958,0.08671546914187414,0.048715255700077224,0.12023187856196037
-0.0002175140544084469,0.07892534476543654,-0.14982281690872437,0.13571325733806422,0.10798037260822224,-0.027922819503112848,0.053700320307224346,-0.2577195860722917,0.10757462437065708
0.024740025069301258,0.06518701763713788,-0.08850463289503953,0.14673175242956352,0.11528303227516584,-0.011298484151745211,0.05804360140733031,0.06653842796872131,0.11517350064619176
-0.0002175140544084469,0.0782921124904592,-0.15024512707190948,0.13416673804556256,0.10798037260822224,-0.027922819503112848,0.046896151744284416,-0.2575787030109541,0.10757462437065708
0.001575828414855623,0.06567194746892255,-0.13241078621022875,0.14349234133362487,0.10916568848832459,-0.026247469631910575,0.05065431445703847,-0.18666777889400535,0.10552208331844042
0.001575828414855623,0.06567194746892255,-0.13241078621022875,0.14349234133362487,0.10916568848832459,-0.026247469631910575,0.05065431445703847,-0.18666777889400535,0.10552208331844042
0.024740025069301258,0.06455378536216055,-0.08892694305822468,0.1451852331370619,0.11528303227516584,-0.011298484151745211,0.051239432844390365,0.06667931103005892,0.11517350064619176
-0.011105946035473402,0.05928503923971545,-0.16456391919487848,0.13127138723003906,0.09948314598644126,-0.02977641649122975,-0.04808819542763432,-0.2669483534257695,-0.04099102162534627
0.024434536001662625,0.11140785514995304,-0.21257528903718956,-0.11633155509330963,-0.2504533372503829,0.0025091331975046587,-0.11854790735159172,-0.21661056089164765,-0.05757970194763733
0.022367226515172985,0.11140785514995304,-0.2111450667347233,-0.11704914711782412,-0.24842263304529355,0.0013794909743311656,-0.11748790949894697,-0.21804942706383318,-0.08592707007350209
0.023789430849729707,0.1105150180812815,-0.2151111569502757,-0.11718059619202108,-0.24842263304529355,0.0013794909743311656,-0.11863987759214675,-0.21804942706383318,-0.08567847098217209
-0.12064678013105218,0.05018826569084024,-0.20473331122626506,0.11627705508382144,-0.21771198942120526,0.0048818751624993065,-0.039934449156358194,-0.028046428535645356,-0.13179830174524523
-0.12064678013105218,0.05018826569084024,-0.20473331122626506,0.11627705508382144,-0.21771198942120526,0.0048818751624993065,-0.039934449156358194,-0.028046428535645356,-0.13179830174524523
-0.1086406924809832,0.0425513171605982,-0.2057607611123405,0.11820615517257017,-0.17655511317898365,-0.018295505638876376,-0.11472273433490808,-0.16711952857007836,-0.1362010634573491
-0.13030574716440083,0.07321099967443252,-0.20904772065195953,0.12463899027636494,-0.21042481960480633,0.006797426455405609,-0.006913152138788395,0.06220934004832215,-0.12607909962939542
-0.09840245443078253,-0.13579462503377734,-0.20748330169198878,-0.2946983854769344,-0.19982658142079715,-0.06584661860394321,-0.08065460252722496,-0.20497300654675168,-0.013986982725345676
-0.07317090621723162,-0.1452904982270993,-0.01406255415465567,0.27849784369829816,-0.11618316794403395,-0.043127259820610594,0.03776835624160764,0.04666073062070364,-0.09635483739673707
0.02322698007471739,-0.18613943547463546,0.04763176300988215,-0.10437857158342392,0.46421814838143666,0.10681240616011307,-0.053081483310537886,0.19509563476021538,-0.035110468338875093
0.0050141635759634985,-0.18613943547463546,0.04912400735991861,-0.09804718388614601,0.46465598622127563,0.10681240616011307,-0.0530465634252344,0.1960769416828875,-0.0326959595924554
0.0050141635759634985,-0.18613943547463546,0.04912400735991861,-0.09804718388614601,0.46465598622127563,0.10681240616011307,-0.0530465634252344,0.1960769416828875,-0.0326959595924554
0.0050141635759634985,-0.18613943547463546,0.04912400735991861,-0.09804718388614601,0.46465598622127563,0.10681240616011307,-0.0530465634252344,0.1960769416828875,-0.0326959595924554
0.0050141635759634985,-0.18668059541509996,0.04937979808259944,-0.10576736064408208,0.4621571947432432,0.11520012276646201,-0.011147611778336605,0.1960769416828875,-0.0326959595924554
0.10383220239294949,-0.1819579902502828,0.03169919795736426,-0.10583467917414764,0.46080035759980426,0.11825250073183736,-0.006965952969746774,0.20345048379905875,-0.030190685191533985
0.10377373208700004,-0.18208870442360486,0.03169919795736426,-0.10583467917414764,0.46137908557837565,0.11871235959989652,-0.0014796163628200325,0.19943139999865525,-0.03250734036541612
0.11261811851566698,-0.18504264583832195,0.0318281341556002,-0.10633448145646165,0.4607623666774798,0.11871235959989652,-0.002329741800481916,0.2015295521507306,0.016349745025461805
0.08464927706686773,-0.18090278599524545,0.03482581632675621,-0.1271766536345892,0.43018084107356563,0.11725684935995132,0.008942736929421923,0.17971390999500025,-0.01862483273959176
0.10362717365460981,-0.1827212782105172,0.03217751209889315,-0.12630451438173068,0.42629127271738565,0.11258247180390293,0.02268066078433933,0.17050687650932794,-0.016931468036385466
0.0843981663845127,-0.1827212782105172,0.032419017200899146,-0.1265002886354392,0.42629127271738565,0.11651702636298525,0.02502121773932998,0.1720648575625722,-0.01862483273959176
0.08471532632176301,-0.1827212782105172,0.032419017200899146,-0.1265002886354392,0.42629127271738565,0.11651702636298525,0.05012127679346815,0.16096402677779095,-0.011208995245126092
0.10782909631452181,-0.1827212782105172,0.03144457336003533,-0.1280425006855932,0.42629127271738565,0.11258247180390293,0.046069222234029546,0.16098473598317506,-0.010796660876041555
0.1063639185684876,-0.1827212782105172,0.029434572951651264,-0.12856032421543567,0.42629127271738565,0.11258247180390293,0.05146929782158944,0.16071002717192134,-0.011929025968086964
0.10712943920055891,-0.19305836527769693,0.028523189274735482,-0.12836454996172716,0.4174778181033239,0.11266064978118712,0.02830356500497615,0.15654804645865916,-0.011536670075922864
-0.1258184709330033,-0.1809784147626434,0.0852102451846554,-0.022233947170955903,0.1756015903380126,0.05115487113080515,0.009652924068124817,-0.19023125898573165,-0.07717270648682614
-0.06543025471068904,-0.14329530891177694,0.048165974527092134,0.30690448435136014,-0.105462836076694,-0.03428792861216751,0.0638431323809486,-0.047795847128901364,-0.08225371224175985
-0.07232886876464437,-0.10996232105365875,0.03321422402552459,0.3144619566410129,-0.06473912550080711,-0.033629032992870435,0.09545660597776348,0.09672200412503068,0.06106267437253334
-0.06542305478874785,0.0745498915999082,0.01853237926489213,-0.31747412195222374,-0.20918067211681024,-0.06928497837213403,0.0555152288848404,0.06740917297202136,0.09161904055032072
-0.04849158552606351,0.08006748040070133,0.016293433151290594,-0.3151716150938591,-0.2139517554714498,-0.06990740799523343,-0.02569955023320591,0.07471930740434492,0.08283170030907511
-0.04192624439260119,0.07344204016555395,0.017434938272323473,-0.31488013256167313,-0.21434773458513062,-0.06657045607361127,-0.039164735318388814,0.07546278428694793,0.08232698486073375
-0.08728030234182788,-0.17563952813400557,-0.07764326058891306,-0.10871783057550781,-0.15225200278914264,-0.060486221207294834,0.055980382280754915,0.12689972776392058,0.17847251695879274
-0.11389943526982699,-0.16871893690008305,-0.09651959931918344,-0.110931426557636,-0.15345704274248478,-0.06323321645011741,0.05306807054945766,0.12623145367621363,0.047201559942563386
-0.10838147343960917,-0.16864529194321523,-0.09694951596221806,-0.110931426557636,-0.16079395290037182,-0.06300612342103444,0.05361875770790444,0.12190720654923427,0.05501697708707095
-0.10838147343960917,-0.16864529194321523,-0.09694951596221806,-0.110931426557636,-0.16079395290037182,-0.06300612342103444,0.05361875770790444,0.12190720654923427,0.05501697708707095
-0.11713682885810964,-0.17833206836731072,-0.09860492613487636,-0.07765730100119178,-0.1716730817163894,-0.06216249966620169,0.03724232390260419,0.12153501242744924,0.025845770039024718
-0.12472295984440089,-0.1750667211035059,-0.09784297903444539,-0.1036687474263337,-0.1893842519614209,-0.06143111626751392,0.03412920398562986,0.12007333210781115,-0.061187868084888936
0.0194789461461972,0.07375563388250787,-0.1470493155050383,0.1331344850967525,-0.20584830721594977,0.11526816640160882,-0.10111870479550733,0.13482988468301163,-0.12315072409676248
0.02218253186078453,0.07320551752555299,-0.1458951895779321,0.17993910296654297,-0.17490241082498978,0.11857330474593647,-0.10179057353404256,0.12406996168503057,0.03014223047374161
0.0194789461461972,0.07375563388250787,-0.1470493155050383,0.1331344850967525,-0.20584830721594977,0.11526816640160882,-0.10111870479550733,0.13482988468301163,-0.12315072409676248
0.03921039702390646,0.07654163664850239,-0.14711183437686162,0.13234451640327582,-0.20656735876934038,0.11486227496252709,-0.10068164562615481,0.13553718297009984,-0.06101137487139562
-0.03480290592942223,0.08042722793052116,0.018061281052718894,-0.29624782894440893,-0.13870840033605905,-0.06081710775737384,-0.054975069532578275,0.05532456456073782,0.06867378909979567
-0.03480290592942223,0.08114751837802985,0.018317071775399714,-0.3139021264732432,-0.136960996227356,-0.06081710775737384,-0.04004425728263647,0.05532456456073782,0.06867378909979567
-0.02189229272010573,0.09171584077000611,0.0481175233225863,-0.2517251150804359,-0.16007843653822515,-0.06631325136857033,-0.04914920068649037,-0.08756589657267874,-0.020797157935789717
-0.02189229272010573,0.09171584077000611,0.0481175233225863,-0.2517251150804359,-0.16007843653822515,-0.06631325136857033,-0.04914920068649037,-0.08756589657267874,-0.020797157935789717
-0.03553205518790219,0.08042722793052116,0.010166571831260893,-0.2952285821463909,-0.13870840033605905,-0.061742535067139254,-0.05421454667401533,0.07339972527970845,0.09233661900353295
-0.00039840309441743576,-0.1591421358854983,-0.13855133780889742,0.14685750099247977,0.14518375929149216,0.04077174477934178,-0.03793901428777,-0.27406550250905193,0.0032173458711073975
-0.06787811677359554,-0.1604340807640506,-0.1496594200874099,0.1288459163244712,0.1861743568273259,0.030642709846763358,-0.029000186187348682,-0.27686062500732894,-0.022106535713497768
-0.08184983762490414,0.14429464194709854,0.07082657459453438,0.012556252095668092,0.2484710605860384,0.01817766661671191,0.03677528285656702,0.17751409234767354,-0.04924215160922885
-0.06219845995217002,0.14825124071921159,0.07062503796858974,0.017923309576036467,0.2433811585267191,0.014316431403034534,0.030968513805160403,0.18695948054300876,-0.029648806520725438
-0.06677147635054109,0.14245588855997757,0.06571547184208726,0.010095592448866528,0.24183843121433052,0.014225417105924013,0.21583387915254296,0.1742152831730526,-0.024772663647589538
-0.0702538817471752,0.14241294450330688,0.06583189631787806,0.009604702634082977,0.24183843121433052,0.014225417105924013,0.21362985320146216,0.17363913788089635,-0.05305127272490091
-0.12272337550027654,-0.20698027350117396,0.05462482781464675,0.02084426669168591,0.1852717951925023,0.028475871854689933,0.03469703321311629,0.11691655115359244,-0.0839082194784993
-0.12665844060509215,-0.20698027350117396,0.05462482781464675,0.020725518917539633,0.18553113692244624,0.027140085202194852,0.030711347696725146,0.1226430063958159,-0.08268835598045116
0.04668348711323557,-0.20394610342653896,0.056705540111566435,0.0172382645638867,0.1877400717309795,0.03138349793278092,0.05905807110072898,0.03992209872739933,-0.04263112299174072
0.05086507197456829,-0.17605075991982616,0.05860058723354698,0.05012426735161617,0.11899147417036894,0.011572366378352985,0.09233393556926998,-0.14033746701159905,-0.030432354380859023
0.08095824035001657,-0.1684764155824576,0.015393281180381316,-0.10682304095726584,-0.14011763318863235,-0.04444843450071119,0.07375088389563947,0.08509568087192165,0.15653646219884987
0.07221598155028774,-0.20430308411212691,0.032347079877805364,-0.1310796849915632,-0.14816918064276027,-0.045767943875589474,0.08410009833931285,-0.1484747089776666,0.14937555675656494
0.05587662393844225,-0.2161730442723885,0.0369891051880116,-0.129855169483263,-0.20424549714629378,-0.05753285553453782,0.061562585411329925,-0.004513142060324844,0.12190952842306592
0.07013047155612512,-0.16970900622812718,0.013571192121501575,-0.10744239951119937,-0.14011763318863235,-0.04444843450071119,0.03512693045347363,0.08253142823230251,0.14304771174248102
0.08066531317475009,-0.20307049346645734,0.0341691689366851,-0.13046032643762973,-0.14816918064276027,-0.045767943875589474,0.045193766824401696,-0.15103896161728567,0.14008894454158033
0.06502704475698023,-0.21312196141144718,0.038811194246891334,-0.129731942769028,-0.20461249311012966,-0.05753285553453782,0.0241657366221882,0.017958894464738476,0.11659476004929237
-0.004635687321052437,0.07364542330371363,-0.21809354553459664,0.1096696433894595,-0.14355511734375573,0.016442346733283052,0.07341310787074187,0.05995877863215884,-0.04780516252182446
0.07280366473758111,0.1077272373633914,0.018237570736627053,0.28733644895198635,-0.10635443935544084,-0.04686650682133087,-0.04302527984341746,-0.045916844300354254,0.09989502769927465
0.07506001492810986,0.13557470908416192,0.0390088058205704,0.27054327311082627,-0.14495665395067717,-0.036893998335694025,-0.039875153337595885,-0.032916556149959454,-0.0537400781391501
0.07166992596581363,0.10922184373727335,0.018237570736627053,0.28745219847594394,-0.10635443935544084,-0.04686650682133087,-0.04121306499004891,-0.026520112796321955,0.09637817672205361
0.07392627615634237,0.13622804438265,0.03786730069953752,0.27091790660923476,-0.1472189516760222,-0.03863883212296444,-0.049590941640420744,-0.004802710198658603,-0.049073119335150274
0.07364800642584739,0.1171007992936359,0.03288965398179816,0.28607702378937727,-0.05583683165913977,-0.030645204502382818,-0.05915429678648633,-0.1389078956177186,0.02471338776101106
0.07191765515878829,0.14149545268991495,0.03890988196588796,0.27141294986073977,-0.08975262257984377,-0.029020571046223107,-0.0317111720593589,-0.13603073475310068,-0.053601732314231
0.07537828152500878,0.11575613112608105,0.027756030302723285,0.28725638978930973,-0.05071683636719084,-0.03272675766714134,-0.03165014835750013,-0.13607431270217954,0.04352616522154311
0.07350459240886656,0.14149545268991495,0.04037487811907304,0.27141294986073977,-0.08975262257984377,-0.029020571046223107,-0.0317111720593589,-0.13603073475310068,-0.04890774479319901
0.07283528451604553,0.11374160887686263,0.02499077483705215,0.2869622890749579,-0.05252678583082094,-0.035383572674605415,-0.029533245389401958,-0.12150516399631801,0.08723435538888655
0.07318967443553706,0.1422248855323088,0.03966836548655635,0.2702517905786403,-0.09093006672926457,-0.03070497664462322,-0.026235831007826164,-0.1234864222743513,-0.051972021677227725
0.07595304895040574,0.11634163685625178,0.027756030302723285,0.28725638978930973,-0.051894280516611636,-0.034411163265541445,-0.02147763357158346,-0.1339234105335415,0.044580304612833396
0.07249242258418526,0.1420809584200857,0.03890988196588796,0.27141294986073977,-0.09093006672926457,-0.03070497664462322,-0.021538657273442226,-0.13387983258446268,-0.052547592922940714
0.07691992790744011,0.14430510326397503,0.03788382123575218,0.2719289582644559,-0.1310063442011581,-0.03970136329006899,-0.017950674652004003,-0.03506879037365389,-0.040511844058576524
0.05354865752753615,0.14430510326397503,0.03324231283793053,0.2702517905786403,-0.144118028498127,-0.041318695194228774,-0.018585431950009997,-0.03175484814818681,-0.04827575089072332
0.04892658588879311,0.14450284297570895,0.033321989381375525,0.27225268531073077,-0.1310063442011581,-0.03970136329006899,-0.019045875365529766,-0.013619433094509177,-0.02357345632961584
0.04133490130143136,0.14450284297570895,0.03324231283793053,0.27091790660923476,-0.144118028498127,-0.041318695194228774,-0.01926181156265908,-0.0074429332396835106,-0.043455247926911834
0.039119497680104934,0.14001484187219143,0.03068276453024331,0.27651304384174824,-0.09160295113375763,-0.031091159103445072,-0.025101880982453664,-0.13558852874571248,-0.06403559363022487
0.04299328622580674,0.1415342900866863,0.02629346981351812,0.27651304384174824,-0.09160295113375763,-0.03070497664462322,-0.022012850884541992,-0.13562820331675468,-0.05316342402873057
