Longitude,SiltContent,BulkDensity,Isothermality,SoilTextureUSDA,UpperD_m,AnnualMeanTemperature,MeanTemperatureofWarmestQuarter,SoilTypeWRB,Direction,TillageClass,PrecipitationofDriestQuarter,SamplingTimeClass,PrecipitationofColdestQuarter
1.8,0.468,1.3397444987899996,35.87105560302734,1.7999772673688943,0.3,10.57499980926514,17.68333435058594,1.423973691474936,1.5607613257533266,1.6515980644548178,140.0,1.6502448084226211,155.0
1.8,0.468,1.3417210269099993,35.87105560302734,1.7771763025640257,0.3,10.57499980926514,17.68333435058594,1.454887523226347,1.568722244551475,1.6503505588192617,140.0,1.6496276650046333,155.0
-102.0,0.29913832488999986,1.18,41.58163452148438,1.2626504957149627,0.0,13.72500038146973,24.39999961853027,1.4735732651134856,1.5620495833496477,1.6348478000704731,36.0,1.770958717570099,36.0
-102.0,0.2979458592199999,1.25,41.58163452148438,1.480596034339844,0.0,13.72500038146973,24.39999961853027,1.6950301883515464,1.591586044036311,1.8154048744388351,36.0,1.7588622338393478,36.0
-102.0,0.30838348561999995,1.17,41.58163452148438,1.5550895613738174,0.0,13.72500038146973,24.39999961853027,1.7228768397262766,1.6059694362239594,1.8061961914480607,36.0,1.7713188911424909,36.0
-102.0,0.33044280057999986,1.18,41.58163452148438,1.6517119609914537,0.0,13.72500038146973,24.39999961853027,1.8017080196602075,1.6368431593123909,1.6604513738449398,36.0,1.807340816074976,36.0
-102.0,0.33192880057999985,1.25,41.58163452148438,1.6679515324541878,0.0,13.72500038146973,24.39999961853027,1.7911962936817374,1.6443302413427552,1.8525972650508482,36.0,1.778764667667134,36.0
-102.0,0.34258642697999986,1.17,41.58163452148438,1.6341548883178183,0.0,13.72500038146973,24.39999961853027,1.7312260819847147,1.6310205402275582,1.7823935581256405,36.0,1.7717791271504197,36.0
-102.0,0.3320698555799998,1.18,41.58163452148438,1.618735646534553,0.0,13.72500038146973,24.39999961853027,1.6997367779942836,1.623948799864272,1.6678428751718497,36.0,1.7957025308135521,36.0
-102.0,0.33187880057999986,1.25,41.58163452148438,1.659382365290581,0.0,13.72500038146973,24.39999961853027,1.7353391951623487,1.6439825396128573,1.7435946146865056,36.0,1.7768375803071146,36.0
-102.0,0.3411464269799998,1.17,41.58163452148438,1.6474266086936336,0.0,13.72500038146973,24.39999961853027,1.7136153734022108,1.6385005532817125,1.7181233877658306,36.0,1.7725640079524745,36.0
-75.0,0.52,1.361080635699999,25.12165451049805,1.7419446361599442,0.05,6.3125,19.29999923706055,1.4735732651134856,1.645477658777087,1.7050888382004208,197.0,1.640550918317971,213.0
-75.0,0.52,1.3559806356999988,25.12165451049805,1.711614116976525,0.05,6.3125,19.29999923706055,1.4712716143113305,1.6370725304309959,1.7247810850350942,197.0,1.6310186430508156,213.0
-89.5,0.3610208913599999,1.37,27.77131843566895,1.4735732651134856,0.0,6.945833206176758,20.16666603088379,1.459941954239475,1.5986160520090495,1.6854122653094834,81.0,1.5868087147401504,81.0
-89.5,0.3741390208099999,1.57,27.77131843566895,1.9943356532927217,0.0,6.945833206176758,20.16666603088379,1.577181519487529,1.638463095029176,1.6314059770464027,81.0,1.6332231810767408,81.0
-76.0,0.534,1.13,30.32473754882812,1.4984228845066352,0.0,11.02499961853027,22.04999923706055,1.4735732651134856,1.64120529502107,1.6380305150271506,247.0,1.6366066436366402,249.0
-76.0,0.535,1.5,30.32473754882812,1.4283775886342482,0.0,11.02499961853027,22.04999923706055,1.2758621871929,1.61868312759112,1.7492342480912124,247.0,1.6112223011655347,249.0
-76.0,0.359,1.58,30.32473754882812,1.4735732651134856,0.0,11.02499961853027,22.04999923706055,1.2786556369283903,1.6058200279298989,1.5913738978809144,247.0,1.5970057896539622,249.0
-76.0,0.584,1.69,30.32473754882812,1.4077868668864084,0.0,11.02499961853027,22.04999923706055,1.277477582993327,1.5935283017542778,1.566956168904547,247.0,1.5835448576345528,249.0
-76.0,0.534,1.13,30.32473754882812,1.341093822641188,0.0,11.02499961853027,22.04999923706055,1.1968305689795904,1.567839523581791,1.5174766220488394,247.0,1.5551727638461565,249.0
-76.0,0.535,1.5,30.32473754882812,1.3270942862177968,0.0,11.02499961853027,22.04999923706055,1.1998751399547698,1.555676022590373,1.716020554398938,247.0,1.5420929650378683,249.0
-76.0,0.359,1.58,30.32473754882812,1.3737583431508114,0.0,11.02499961853027,22.04999923706055,1.185048888328572,1.5403565344564067,1.4973180469009613,247.0,1.5255743877613321,249.0
-76.0,0.584,1.69,30.32473754882812,1.3039939954531556,0.0,11.02499961853027,22.04999923706055,1.1854366670533594,1.5289950694135186,1.4779951138525806,247.0,1.5135235567029586,249.0
-78.0,0.635,0.88,31.63841819763184,1.264633634057204,0.0,8.408333778381348,19.26666641235352,1.1505025951693957,1.5084336616223986,1.4422912848081753,208.0,1.4913686071648455,208.0
-78.0,0.671,1.56,31.63841819763184,1.278414167188896,0.0,8.408333778381348,19.26666641235352,1.178452338816207,1.50605688495619,1.6746919426771012,208.0,1.489322987980601,208.0
-78.0,0.639,1.47,31.63841819763184,1.2836201036226842,0.0,8.408333778381348,19.26666641235352,1.1936922480900192,1.5013520160112472,1.4416084374098048,208.0,1.4847026122660054,208.0
-78.0,0.466,1.59,31.63841819763184,1.3118892681428311,0.0,8.408333778381348,19.26666641235352,1.2296572706435824,1.5048926018032909,1.4512749680057508,208.0,1.489095421843092,208.0
-78.0,0.635,0.88,31.63841819763184,1.3080238475591195,0.0,8.408333778381348,19.26666641235352,1.2669100447541395,1.510699566588778,1.4644083863095043,208.0,1.4959089949412052,208.0
-78.0,0.671,1.56,31.63841819763184,1.2973656684611952,0.0,8.408333778381348,19.26666641235352,1.2584272673495762,1.500900961034764,1.6541544050615413,208.0,1.485680823357354,208.0
-78.0,0.639,1.47,31.63841819763184,1.2736647686828402,0.0,8.408333778381348,19.26666641235352,1.235742200993439,1.4855654429024678,1.449348518441921,208.0,1.469465693318787,208.0
-78.0,0.466,1.59,31.63841819763184,1.4124027846273288,0.0,8.408333778381348,19.26666641235352,1.2142620615006343,1.4703473538308294,1.4240172207449502,208.0,1.4534266454240585,208.0
-76.0,0.423,1.64,30.32473754882812,1.311346474216251,0.0,11.02499961853027,22.04999923706055,1.1961949539165935,1.456266700799357,1.4015434821287323,247.0,1.4386616342658933,249.0
-76.0,0.421,1.6,30.32473754882812,1.3726522688147902,0.0,11.02499961853027,22.04999923706055,1.2230275254660876,1.4617036408239457,1.610860103117187,247.0,1.4449910976222509,249.0
-76.0,0.57,1.55,30.32473754882812,1.2512174275314123,0.0,11.02499961853027,22.04999923706055,1.2209255561391494,1.4550699852865723,1.413111722115347,247.0,1.4382756876384566,249.0
-76.0,0.23,1.78,30.32473754882812,1.8260366830324366,0.0,11.02499961853027,22.04999923706055,1.2320852749190339,1.454815332878439,1.4143520505002067,247.0,1.438421793740916,249.0
-76.0,0.423,1.64,30.32473754882812,1.3455719601632867,0.0,11.02499961853027,22.04999923706055,1.2470379395188897,1.4568897851202018,1.4194189420777374,247.0,1.441047877589089,249.0
-76.0,0.421,1.6,30.32473754882812,1.3466183823219406,0.0,11.02499961853027,22.04999923706055,1.2518972757876912,1.4546020862826976,1.58709510340258,247.0,1.4389739599663134,249.0
-76.0,0.57,1.55,30.32473754882812,1.2619342333206025,0.0,11.02499961853027,22.04999923706055,1.2545130502997413,1.451503347223614,1.4169939196834702,247.0,1.4360224746081398,249.0
-76.0,0.23,1.78,30.32473754882812,1.8027078954060676,0.0,11.02499961853027,22.04999923706055,1.2310345903114706,1.4353230634652658,1.3910666372155334,247.0,1.4190908276984375,249.0
-0.06667,0.473,1.22,37.62541961669922,1.342778572015597,0.01,15.23333358764648,23.78333282470703,1.4735732651134856,1.4366995149055954,1.572619576358489,78.0,1.4209197589184965,85.0
-0.06667,0.473,1.14,37.62541961669922,1.3857792539389302,0.01,15.23333358764648,23.78333282470703,1.623179328181208,1.4435584103411738,1.6922054321077695,78.0,1.4285690117952452,85.0
-0.06667,0.473,1.3,37.62541961669922,1.4165486415609978,0.01,15.23333358764648,23.78333282470703,1.6568670580480296,1.4491720924899838,1.394870985332277,78.0,1.4348599374545308,85.0
-117.0,0.715,0.75,37.69607925415039,1.2318866426501096,0.0,8.458333015441895,17.64999961853027,1.72005810238091,1.8260366830324364,1.3928442239431873,80.0,1.4327601084171364,173.0
-117.0,0.704,1.1,37.69607925415039,1.2618108389471634,0.0,8.458333015441895,17.64999961853027,1.7300865084000259,1.826397840162332,1.582627867103011,80.0,1.4408746076043617,173.0
-117.0,0.736,1.1,37.69607925415039,1.2278270494128218,0.0,8.458333015441895,17.64999961853027,1.631591904260523,1.7280711800518442,1.4069579769963485,80.0,1.4230201406267944,173.0
-117.0,0.714,0.9,37.69607925415039,1.2198059851102336,0.05,8.458333015441895,17.64999961853027,1.5869589604524732,1.679734926816418,1.395845653801334,80.0,1.4157327581587373,173.0
-117.0,0.705,1.25,37.69607925415039,1.246679060708063,0.05,8.458333015441895,17.64999961853027,1.6048823721244616,1.6902783799526775,1.533367076227915,80.0,1.4238511036529984,173.0
-117.0,0.74,1.25,37.69607925415039,1.2114865967742376,0.05,8.458333015441895,17.64999961853027,1.5246942090692481,1.6097647265991513,1.409240837742515,80.0,1.4045720248349467,173.0
-117.0,0.715,0.75,37.69607925415039,1.1991159039904153,0.0,8.458333015441895,17.64999961853027,1.4857895258260876,1.5681444060450058,1.394328438902402,80.0,1.3952691961746453,173.0
-117.0,0.704,1.1,37.69607925415039,1.2303093845911919,0.0,8.458333015441895,17.64999961853027,1.5166340478134122,1.592700072354206,1.4819440239582944,80.0,1.4064487816916627,173.0
-117.0,0.736,1.1,37.69607925415039,1.2166447320476592,0.0,8.458333015441895,17.64999961853027,1.4802301432635454,1.5542086878048167,1.4119232377797795,80.0,1.3967151206956654,173.0
-117.0,0.714,0.9,37.69607925415039,1.2082299202827496,0.05,8.458333015441895,17.64999961853027,1.4539564516512635,1.5255497535460854,1.3999539812478463,80.0,1.3894223993260955,173.0
-117.0,0.705,1.25,37.69607925415039,1.2252346807417742,0.05,8.458333015441895,17.64999961853027,1.4663270277484235,1.533922049738865,1.4549622736086207,80.0,1.3948007712962398,173.0
-117.0,0.715,0.75,37.69607925415039,1.2258066521369944,0.0,8.458333015441895,17.64999961853027,1.4556635417888972,1.5206707666870245,1.4081003053653225,80.0,1.392217602674242,173.0
-117.0,0.704,1.1,37.69607925415039,1.2575881620666653,0.0,8.458333015441895,17.64999961853027,1.4899985380692564,1.5506865359596236,1.4461052548165272,80.0,1.4058645336289513,173.0
-117.0,0.714,0.9,37.69607925415039,1.2577972614335253,0.05,8.458333015441895,17.64999961853027,1.4801846599708621,1.538752902869897,1.4292301252229929,80.0,1.4035434649105454,173.0
-117.0,0.704,1.1,37.69607925415039,1.2816352704769869,0.0,8.458333015441895,17.64999961853027,1.5036957807998992,1.558980849149811,1.4388322182961133,80.0,1.4138806922485652,173.0
-117.0,0.736,1.1,37.69607925415039,1.2842712435700576,0.0,8.458333015441895,17.64999961853027,1.498398283793559,1.5517607532456414,1.445005033803628,80.0,1.413204147223054,173.0
-117.0,0.736,1.1,37.69607925415039,1.2847890282821537,0.0,8.458333015441895,17.64999961853027,1.4908596462820152,1.542524936773337,1.4414397506708725,80.0,1.4114727341179039,173.0
-117.0,0.714,0.9,37.69607925415039,1.291719312044582,0.05,8.458333015441895,17.64999961853027,1.4924677795208137,1.5422304477360596,1.4437041285503531,80.0,1.4133620650350065,173.0
-117.0,0.74,1.25,37.69607925415039,1.3170839596039134,0.05,8.458333015441895,17.64999961853027,1.5188157613857791,1.5659539244258454,1.462430489102484,80.0,1.4257385681668977,173.0
1.0,0.52,1.3934383129599999,38.66442108154297,1.3132413477936953,0.0,14.05000019073486,22.45000076293945,1.2445244112569467,1.4469151523168389,1.4362332235786242,92.0,1.4219374658183714,94.0
1.0,0.52,1.3747255990200002,38.66442108154297,1.3087728489639001,0.0,14.05000019073486,22.45000076293945,1.218135781800629,1.4409931281075088,1.6944937953701908,92.0,1.4177761779891553,94.0
1.0,0.52,1.38110831296,38.66442108154297,1.3027315550613339,0.0,14.05000019073486,22.45000076293945,1.1879328440127543,1.43393893876324,1.4556545407702315,92.0,1.4126942202336787,94.0
-8.0,0.074,1.66,44.75190734863281,1.8976490671400243,0.0,16.54583358764648,23.26666641235352,1.5898909570222388,1.4144215512798657,1.4597230787241895,25.0,1.4260348917201355,239.0
-8.0,0.138,1.83,44.75190734863281,1.7795298059595313,0.0,16.54583358764648,23.26666641235352,1.5043526913368175,1.400504250974461,1.4549450839363371,25.0,1.4233420352175354,239.0
-8.0,0.129,1.62,44.75190734863281,1.4735732651134856,0.0,16.54583358764648,23.26666641235352,1.4187500716187211,1.3840152688984826,1.4416739522380053,25.0,1.422390461831923,239.0
-8.0,0.251,1.7,44.75190734863281,1.686500623728112,0.0,16.54583358764648,23.26666641235352,1.8260366830324364,1.3658927205555635,1.4468089100178094,25.0,1.420174432997415,239.0
17.6,0.41,1.28,27.90359878540039,1.4735732651134856,0.0,5.679166793823242,15.41666698455811,1.0532773724541353,1.3546721230638072,1.4252234706102187,93.0,1.3979414458683552,109.0
175.3,0.21,1.44,47.01426315307617,1.6217404532151511,0.075,12.37083339691162,16.64999961853027,1.4735732651134856,1.416354509254981,1.4312078469950225,216.0,1.4077698648899457,303.0
110.3,0.333,1.4536083129600008,29.98168563842773,1.6004896692723358,0.001,8.012499809265137,21.5666675567627,1.1430204547516782,1.36021122180064,1.4278860706202468,9.0,1.4019349318214336,9.0
110.3,0.333,1.4745283129600009,29.98168563842773,1.5978772215091837,0.001,8.012499809265137,21.5666675567627,1.1946526550700618,1.3634756690589418,1.4306728529393447,9.0,1.4040758085641742,9.0
110.3,0.333,1.471628312960001,29.98168563842773,1.5920586451242316,0.001,8.012499809265137,21.5666675567627,1.2278182319045041,1.365601360493714,1.4320020017402106,9.0,1.4052959049753506,9.0
110.3,0.355,1.4426183129600003,29.98168563842773,1.56929007951413,0.001,8.012499809265137,21.5666675567627,1.220981998567284,1.3622764336878845,1.4263239579233788,9.0,1.4019737427261199,9.0
110.3,0.355,1.4420183129600002,29.98168563842773,1.5709529904383772,0.001,8.012499809265137,21.5666675567627,1.255669843970174,1.3660902728039355,1.429920373026965,9.0,1.4046480701297597,9.0
110.3,0.355,1.3879730806900006,29.98168563842773,1.574602013036365,0.001,8.012499809265137,21.5666675567627,1.2883292290556698,1.3704885883069382,1.434273614866348,9.0,1.4078445753253694,9.0
110.3,0.355,1.3355361613800005,29.98168563842773,1.5711613363725159,0.001,8.012499809265137,21.5666675567627,1.3045275288538252,1.3724642581242423,1.435540938622531,9.0,1.409027205859218,9.0
110.3,0.335,1.3130461613800002,29.98168563842773,1.5603113155064505,0.001,8.012499809265137,21.5666675567627,1.3057477665394812,1.3716937520383143,1.4343754519647443,9.0,1.407906483430933,9.0
110.3,0.335,1.3207461613800004,29.98168563842773,1.563047846781597,0.001,8.012499809265137,21.5666675567627,1.3270971198441799,1.3754891895617718,1.440982783486993,9.0,1.4106670097939586,9.0
110.3,0.335,1.2997676772700004,29.98168563842773,1.5645221287250803,0.001,8.012499809265137,21.5666675567627,1.344147605814461,1.3787894205295204,1.4462801872163829,9.0,1.4130324833636427,9.0
110.3,0.335,1.2989676772700003,29.98168563842773,1.5554482695889909,0.001,8.012499809265137,21.5666675567627,1.3432331461304785,1.3780620635825238,1.4424841099251045,9.0,1.4119901291392367,9.0
110.3,0.321,1.28874616138,29.98168563842773,1.5450599380763919,0.001,8.012499809265137,21.5666675567627,1.3394403779426085,1.3765892243706137,1.4333499755038863,9.0,1.410319070475939,9.0
110.3,0.321,1.26874616138,29.98168563842773,1.5466651737145445,0.001,8.012499809265137,21.5666675567627,1.3526280704690326,1.3795951019984176,1.4363057596631463,9.0,1.4124839796984539,9.0
110.3,0.321,1.2733676772700002,29.98168563842773,1.5540199350452013,0.001,8.012499809265137,21.5666675567627,1.3729943295607607,1.3848778540859894,1.4422992317490808,9.0,1.4166205186580387,9.0
110.3,0.321,1.2683676772700003,29.98168563842773,1.552517996493346,0.001,8.012499809265137,21.5666675567627,1.3794689699859408,1.3865776338723392,1.4435112780534527,9.0,1.4177068864207623,9.0
52.5,0.137,1.52,39.75876998901367,1.535128647580664,0.0,18.22916603088379,28.63333320617676,1.7656179404276813,1.3815353439578508,1.4358315798775014,2.0,1.4165977981719382,119.0
172.5,0.519,1.37,49.52830123901367,1.2802259077344975,0.0,11.81666660308838,16.5,1.362831661359316,1.552790950638838,1.424068058140012,150.0,1.4130062037902906,183.0
172.5,0.519,1.25,49.52830123901367,1.2835066658131287,0.0,11.81666660308838,16.5,1.3652310563887806,1.5484434279420045,1.4372490852008455,150.0,1.4130638077356552,183.0
-93.0,0.6,1.2317581907100001,25.33407592773438,1.301855823955344,0.0,7.170833587646484,21.26666641235352,1.4735732651134856,1.4412452945327368,1.4564997331016805,69.0,1.4205576333969363,69.0
-93.0,0.6,1.24188643032,25.33407592773438,1.2988591114396397,0.0,7.170833587646484,21.26666641235352,1.321786869188918,1.4401875324607714,1.4480732842829356,69.0,1.4177423844066825,69.0
-93.0,0.6,1.25146,25.33407592773438,1.2874231127552538,0.0,7.170833587646484,21.26666641235352,1.1426043030067035,1.4472394650687554,1.4291065953217736,69.0,1.4107034598093002,69.0
172.5,0.52,1.01,49.68102264404297,1.287546319459254,0.0,11.82499980926514,16.39999961853027,1.3947014484529314,1.3733190172496208,1.425328373816704,142.0,1.4094110110327065,195.0
172.5,0.52,1.25,49.68102264404297,1.2958157914672415,0.175,11.82499980926514,16.39999961853027,1.4059618506682008,1.3773044447046872,1.4321089989523248,142.0,1.4123110163892494,195.0
172.5,0.52,1.24,49.68102264404297,1.290320341755174,0.175,11.82499980926514,16.39999961853027,1.391580018153578,1.3728204156213537,1.4215807149085267,142.0,1.4082220184204188,195.0
172.5,0.52,1.24,49.68102264404297,1.293541378029512,0.175,11.82499980926514,16.39999961853027,1.3936752441181763,1.3737861938723328,1.4222620073261987,142.0,1.4086467960882627,195.0
172.5,0.52,1.32,49.68102264404297,1.2952335644828008,0.175,11.82499980926514,16.39999961853027,1.3931207961387393,1.3738414407941255,1.4211592246603924,142.0,1.4083257845577961,195.0
172.5,0.52,1.34,49.68102264404297,1.296467258119857,0.175,11.82499980926514,16.39999961853027,1.391914973512324,1.3736453220338576,1.4196224616192288,142.0,1.4078031403433682,195.0
-6.0,0.299,1.53,40.83924102783203,1.4096752667358812,0.0,18.64999961853027,26.21666717529297,1.3366177594443664,1.367785155956188,1.4072260189555001,22.0,1.4025574571412982,224.0
-6.0,0.299,1.26,40.83924102783203,1.4070157745296978,0.0,18.64999961853027,26.21666717529297,1.3393666243451616,1.367874384152521,1.4064789456787556,22.0,1.4022772980689941,224.0
-6.0,0.299,1.65,40.83924102783203,1.4373409173400262,0.0,18.64999961853027,26.21666717529297,1.3721800343137704,1.3734610514985663,1.652668948536262,22.0,1.406613565501371,224.0
-6.0,0.299,1.39,40.83924102783203,1.3816236564811488,0.0,18.64999961853027,26.21666717529297,1.3240176574477138,1.3642720152242604,1.5869760145312997,22.0,1.398563249890926,224.0
-81.0,0.325,1.2,25.882080078125,1.5110718411200368,0.0,7.320833206176758,19.08333396911621,1.3603389090018483,1.3710626848553633,1.6078291274334584,210.0,1.4039386527025801,225.0
-81.0,0.325,1.2,25.882080078125,1.523808835957873,0.0,7.320833206176758,19.08333396911621,1.3920641179888917,1.377578149807843,1.6258048798409679,210.0,1.4091097705267572,225.0
-81.0,0.365,1.4,25.882080078125,1.4166146113178266,0.0,7.320833206176758,19.08333396911621,1.3915917917444325,1.3776415034806744,1.6130304082358733,210.0,1.408857150612363,225.0
-81.0,0.365,1.4,25.882080078125,1.4073538181191223,0.0,7.320833206176758,19.08333396911621,1.3849712585042036,1.3762953628381651,1.5953379441710722,210.0,1.4074179580770503,225.0
-81.0,0.488,1.1,25.882080078125,1.4079536755275737,0.0,7.320833206176758,19.08333396911621,1.3865512581693007,1.3767656537216828,1.5869004826139377,210.0,1.4075201799189,225.0
146.0,0.12,1.23,45.65217590332031,0.9123016392327968,0.0,15.61666679382324,22.54999923706055,1.400082677998137,1.380182063062594,1.4239637424313394,94.0,1.4101307677913981,148.0
146.0,0.12,1.33,45.65217590332031,0.9529077857416676,0.0,15.61666679382324,22.54999923706055,1.3841712606399315,1.3763791841142075,1.4173562227080863,94.0,1.406616649202314,148.0
-1.0,0.201,1.5361800000000005,62.47927474975586,1.519670044292764,0.0,27.94583320617676,31.06666564941406,1.4735732651134856,1.4226358268213695,1.4095744344951795,5.0,1.402392874023901,562.0
-1.0,0.201,1.52998,62.47927474975586,1.5356014650010894,0.0,27.94583320617676,31.06666564941406,1.7754215170988212,1.4226233270256978,1.420520259652376,5.0,1.4085844051712426,562.0
-1.0,0.201,1.5426431540300003,62.47927474975586,1.5494550689195785,0.0,27.94583320617676,31.06666564941406,1.861724746754781,1.4230459194166931,1.4304204362074455,5.0,1.4142730124521103,562.0
-1.0,0.201,1.54554315403,62.47927474975586,1.562530324986458,0.0,27.94583320617676,31.06666564941406,1.9046034459146142,1.4230614653970917,1.4399889934643768,5.0,1.419849287505642,562.0
78.6,0.171,1.56,48.14452743530273,0.9522930717896689,0.0,26.78750038146973,31.41666793823242,1.4735732651134856,1.4125863151530849,1.4496053538018436,13.0,1.425524169358826,26.0
78.6,0.175,1.62,48.14452743530273,1.0814224595793058,0.0,26.78750038146973,31.41666793823242,1.5357566379256693,1.3952168830751923,1.4161400554104726,13.0,1.4270499732648352,26.0
78.6,0.173,1.41,48.14452743530273,1.1635239276040414,0.0,26.78750038146973,31.41666793823242,1.5485148478596857,1.4135314812709876,1.451887425447013,13.0,1.4283392828653867,26.0
78.6,0.179,1.37,48.14452743530273,1.2713854423106459,0.0,26.78750038146973,31.41666793823242,1.641024768532333,1.424276961695196,1.4589581391606987,13.0,1.4326020241496031,26.0
135.3,0.29,1.05,27.57623481750488,1.4224951923105273,0.0,13.73750019073486,24.36666679382324,1.3754835367200005,1.5648208353790796,1.4196487490175227,328.0,1.8271781282344277,330.0
135.3,0.29,1.1,27.57623481750488,1.459456003112036,0.0,13.73750019073486,24.36666679382324,1.4008457261271194,1.5829084284991284,1.4357805459593307,328.0,1.8749685968210377,330.0
135.3,0.29,1.15,27.57623481750488,1.499108041724099,0.0,13.73750019073486,24.36666679382324,1.4286989476220644,1.6037684398363705,1.4540011474062673,328.0,1.9271161239640773,330.0
135.3,0.29,1.05,27.57623481750488,1.4744719405924003,0.0,13.73750019073486,24.36666679382324,1.414408489113115,1.5852925934646662,1.4436493280191938,328.0,1.819338089837706,330.0
135.3,0.29,1.1,27.57623481750488,1.4646675410848378,0.0,13.73750019073486,24.36666679382324,1.409542673313272,1.5759503200883829,1.4396762958538727,328.0,1.7623013560457814,330.0
135.3,0.29,1.15,27.57623481750488,1.45015951486915,0.0,13.73750019073486,24.36666679382324,1.4011693087017025,1.5635320658132463,1.4332122681749617,328.0,1.7035898611241949,330.0
-6.2,0.32,1.4897715159,41.19812774658203,1.4735732651134856,0.0,18.02083396911621,24.76666641235352,1.7874022154198876,1.3960427905942532,1.4396610004828267,21.0,1.479284479345857,236.0
1.4,0.502,1.09,37.937744140625,1.6593007954659584,0.0,13.26666641235352,20.76666641235352,1.366099496860504,1.3717495074383321,1.4394950203478347,146.0,1.4407081446566765,157.0
1.4,0.502,1.43,37.937744140625,1.6807107860887696,0.0,13.26666641235352,20.76666641235352,1.3881043443036714,1.3776040362071635,1.4484898441703227,146.0,1.444772354385591,157.0
