PrecipitationofDriestQuarter,Method,MeanTemperatureofWarmestQuarter,AverageAridityIndex,PrecipitationofColdestQuarter,Longitude,BulkDensity,AnnualPrecipitation,MeanTemperatureofDriestQuarter,SoilOrganicCarbon,SoilTypeWRB,MeanDiurnalRange
197.0,0.8406797000781581,19.29999923706055,0.104,213.0,-75.0,1.3526861613700003,990.0,-6.849999904632568,0.0216,0.6677227404537247,10.32499980926514
81.0,0.7933437569439233,20.16666603088379,0.07880000000000001,81.0,-89.5,1.37,811.0,-7.583333492279053,0.0052326,0.4620778808396448,11.94166660308838
81.0,0.8274539505273241,20.16666603088379,0.07880000000000001,81.0,-89.5,1.57,811.0,-7.583333492279053,0.0046512,0.5784756521013886,11.94166660308838
247.0,0.8404904497449223,22.04999923706055,0.0922,249.0,-76.0,1.13,1146.0,0.5499999523162842,0.11,0.9321215927452601,10.58333301544189
247.0,0.8167940473318526,22.04999923706055,0.0922,249.0,-76.0,1.5,1146.0,0.5499999523162842,0.015,0.6137973934947896,10.58333301544189
247.0,0.802906908353154,22.04999923706055,0.0922,249.0,-76.0,1.58,1146.0,0.5499999523162842,0.03,0.5703658329442232,10.58333301544189
247.0,0.7938127809178533,22.04999923706055,0.0922,249.0,-76.0,1.69,1146.0,0.5499999523162842,0.014,0.5716628053258263,10.58333301544189
247.0,0.7756025734387811,22.04999923706055,0.0922,249.0,-76.0,1.13,1146.0,0.5499999523162842,0.11,0.521399721553056,10.58333301544189
247.0,0.7613312161682544,22.04999923706055,0.0922,249.0,-76.0,1.5,1146.0,0.5499999523162842,0.015,0.49954575581664035,10.58333301544189
247.0,0.7535049603407541,22.04999923706055,0.0922,249.0,-76.0,1.58,1146.0,0.5499999523162842,0.03,0.5056386554140119,10.58333301544189
247.0,0.739220191653424,22.04999923706055,0.0922,249.0,-76.0,1.69,1146.0,0.5499999523162842,0.014,0.4848396570382834,10.58333301544189
208.0,0.7121060396801826,19.26666641235352,0.09860000000000001,208.0,-78.0,0.88,1038.0,-3.150000095367432,0.071,0.4227236543069387,11.19999980926514
208.0,0.7074914647483375,19.26666641235352,0.09860000000000001,208.0,-78.0,1.56,1038.0,-3.150000095367432,0.014,0.4373567105555437,11.19999980926514
208.0,0.7054348906845114,19.26666641235352,0.09860000000000001,208.0,-78.0,1.47,1038.0,-3.150000095367432,0.02,0.45593165456921214,11.19999980926514
208.0,0.7083141456279589,19.26666641235352,0.09860000000000001,208.0,-78.0,1.59,1038.0,-3.150000095367432,0.012,0.48464154200663484,11.19999980926514
208.0,0.7095592406889099,19.26666641235352,0.09860000000000001,208.0,-78.0,0.88,1038.0,-3.150000095367432,0.071,0.5051035293676848,11.19999980926514
208.0,0.6985240923577586,19.26666641235352,0.09860000000000001,208.0,-78.0,1.56,1038.0,-3.150000095367432,0.014,0.4921196379198946,11.19999980926514
208.0,0.6855596128322655,19.26666641235352,0.09860000000000001,208.0,-78.0,1.47,1038.0,-3.150000095367432,0.02,0.47476518402123535,11.19999980926514
208.0,0.6701499602262456,19.26666641235352,0.09860000000000001,208.0,-78.0,1.59,1038.0,-3.150000095367432,0.012,0.4523050141705037,11.19999980926514
247.0,0.6537295789443088,22.04999923706055,0.0922,249.0,-76.0,1.64,1146.0,0.5499999523162842,0.11,0.42841504107298295,10.58333301544189
247.0,0.6553233136607046,22.04999923706055,0.0922,249.0,-76.0,1.6,1146.0,0.5499999523162842,0.013,0.44438560728469173,10.58333301544189
247.0,0.6492515596972007,22.04999923706055,0.0922,249.0,-76.0,1.55,1146.0,0.5499999523162842,0.021,0.4427049519076316,10.58333301544189
247.0,0.6504299502600966,22.04999923706055,0.0922,249.0,-76.0,1.78,1146.0,0.5499999523162842,0.005,0.4554479829510469,10.58333301544189
247.0,0.6521165966592964,22.04999923706055,0.0922,249.0,-76.0,1.64,1146.0,0.5499999523162842,0.11,0.46810613133559137,10.58333301544189
247.0,0.6510764191215485,22.04999923706055,0.0922,249.0,-76.0,1.6,1146.0,0.5499999523162842,0.013,0.47443716911743433,10.58333301544189
247.0,0.642700531761428,22.04999923706055,0.0922,249.0,-76.0,1.55,1146.0,0.5499999523162842,0.021,0.4660936998199914,10.58333301544189
247.0,0.6251775491935402,22.04999923706055,0.0922,249.0,-76.0,1.78,1146.0,0.5499999523162842,0.005,0.4405967255027616,10.58333301544189
78.0,0.625116844119708,23.78333282470703,0.0257,85.0,-0.06667,1.22,410.0,8.566666603088379,0.011,0.9321215927452601,11.25
78.0,0.640696570505865,23.78333282470703,0.0257,85.0,-0.06667,1.14,410.0,8.566666603088379,0.011,1.1447427885071726,11.25
78.0,0.6536123989730976,23.78333282470703,0.0257,85.0,-0.06667,1.3,410.0,8.566666603088379,0.011,1.183380637982458,11.25
80.0,0.9321215927452601,17.64999961853027,0.046,173.0,-117.0,0.75,565.0,17.45000076293945,0.0371,1.2018443029737829,12.81666660308838
80.0,1.1614941862685926,17.64999961853027,0.046,173.0,-117.0,1.1,565.0,17.45000076293945,0.0147,1.2190281645027048,12.81666660308838
80.0,0.802517856521865,17.64999961853027,0.046,173.0,-117.0,1.1,565.0,17.45000076293945,0.0182,1.124489583879847,12.81666660308838
80.0,0.7714100427422667,17.64999961853027,0.046,173.0,-117.0,0.9,565.0,17.45000076293945,0.0319,1.0901508929201258,12.81666660308838
80.0,0.9112540505972108,17.64999961853027,0.046,173.0,-117.0,1.25,565.0,17.45000076293945,0.0143,1.1173279778556158,12.81666660308838
80.0,0.7461136905103607,17.64999961853027,0.046,173.0,-117.0,1.25,565.0,17.45000076293945,0.0134,1.0375335720036487,12.81666660308838
80.0,0.7185295215361601,17.64999961853027,0.046,173.0,-117.0,0.75,565.0,17.45000076293945,0.0371,1.0072517554841056,12.81666660308838
80.0,0.8280539488713267,17.64999961853027,0.046,173.0,-117.0,1.1,565.0,17.45000076293945,0.0147,1.041809001644893,12.81666660308838
80.0,0.8029899562931354,17.64999961853027,0.046,173.0,-117.0,1.1,565.0,17.45000076293945,0.0182,1.0174017246461549,12.81666660308838
80.0,0.7798538791083408,17.64999961853027,0.046,173.0,-117.0,0.9,565.0,17.45000076293945,0.0319,0.9939400120039987,12.81666660308838
80.0,0.8340722245808089,17.64999961853027,0.046,173.0,-117.0,1.25,565.0,17.45000076293945,0.0143,1.0130557953690733,12.81666660308838
80.0,0.8425114675342039,17.64999961853027,0.046,173.0,-117.0,0.75,565.0,17.45000076293945,0.0371,1.009355192733477,12.81666660308838
80.0,0.904711935219586,17.64999961853027,0.046,173.0,-117.0,1.1,565.0,17.45000076293945,0.0147,1.0385262088566902,12.81666660308838
80.0,0.9157738642513094,17.64999961853027,0.046,173.0,-117.0,0.9,565.0,17.45000076293945,0.0319,1.0394415450656913,12.81666660308838
80.0,0.9649297873737375,17.64999961853027,0.046,173.0,-117.0,1.1,565.0,17.45000076293945,0.0147,1.0650111769832762,12.81666660308838
80.0,0.9707583739596418,17.64999961853027,0.046,173.0,-117.0,1.1,565.0,17.45000076293945,0.0182,1.0647382168138735,12.81666660308838
80.0,0.9700796201785747,17.64999961853027,0.046,173.0,-117.0,1.1,565.0,17.45000076293945,0.0182,1.0606798069241667,12.81666660308838
80.0,0.9810209014302076,17.64999961853027,0.046,173.0,-117.0,0.9,565.0,17.45000076293945,0.0319,1.0646184319531964,12.81666660308838
80.0,1.019833498743384,17.64999961853027,0.046,173.0,-117.0,1.25,565.0,17.45000076293945,0.0134,1.0879699254684594,12.81666660308838
92.0,0.6577925672294607,22.45000076293945,0.0355,94.0,1.0,1.3681299999999998,492.0,7.533333301544189,0.013954,0.40980210610030365,11.48333358764648
92.0,0.6500767895234898,22.45000076293945,0.0355,94.0,1.0,1.3961899999999998,492.0,7.533333301544189,0.013954,0.3753525000579586,11.48333358764648
92.0,0.639484023510236,22.45000076293945,0.0355,94.0,1.0,1.3911999999999998,492.0,7.533333301544189,0.013954,0.32225114461587545,11.48333358764648
25.0,0.6185162117872369,23.26666641235352,0.0332,239.0,-8.0,1.66,564.0,22.88333320617676,0.0085,0.6320537802226982,11.72500038146973
25.0,0.6082991711165898,23.26666641235352,0.0332,239.0,-8.0,1.83,564.0,22.88333320617676,0.0083,0.581595532588175,11.72500038146973
25.0,0.5947206913439067,23.26666641235352,0.0332,239.0,-8.0,1.62,564.0,22.88333320617676,0.0114,0.522717676821802,11.72500038146973
25.0,0.5787960770883868,23.26666641235352,0.0332,239.0,-8.0,1.7,564.0,22.88333320617676,0.0074,1.1640989963046287,11.72500038146973
93.0,0.5718766104607853,15.41666698455811,0.0777,109.0,17.6,1.28,560.0,-0.2166667282581329,0.017,0.19340225616561055,8.008333206176758
216.0,1.2804128715676992,16.64999961853027,0.0952,303.0,175.3,1.44,1076.0,15.31666660308838,0.04,0.9321215927452601,8.791666984558105
9.0,1.0818590218318453,21.5666675567627,0.0285,9.0,110.3,1.5522,423.0,-7.183333396911621,0.0034,0.13505766215855294,13.64166641235352
9.0,1.1604471558746825,21.5666675567627,0.0285,9.0,110.3,1.5529000000000002,423.0,-7.183333396911621,0.0034,0.30252541589448767,13.64166641235352
9.0,1.2003431615544728,21.5666675567627,0.0285,9.0,110.3,1.5566,423.0,-7.183333396911621,0.0034,0.424447390789925,13.64166641235352
9.0,1.1833210112383248,21.5666675567627,0.0285,9.0,110.3,1.55189,423.0,-7.183333396911621,0.003,0.4901214626450763,13.64166641235352
9.0,1.2202966113896212,21.5666675567627,0.0285,9.0,110.3,1.49508070905,423.0,-7.183333396911621,0.003,0.58003094899086,13.64166641235352
9.0,1.2564006265680157,21.5666675567627,0.0285,9.0,110.3,1.4753078484100002,423.0,-7.183333396911621,0.003,0.6604644322412193,13.64166641235352
9.0,1.2722224892767167,21.5666675567627,0.0285,9.0,110.3,1.4639078484100003,423.0,-7.183333396911621,0.003,0.7184763415807427,13.64166641235352
9.0,1.269597120836709,21.5666675567627,0.0285,9.0,110.3,1.4335807090499995,423.0,-7.183333396911621,0.0024,0.7559668483561633,13.64166641235352
9.0,1.2865025513521526,21.5666675567627,0.0285,9.0,110.3,1.34006070905,423.0,-7.183333396911621,0.0024,0.803733210933888,13.64166641235352
9.0,1.2990323542101243,21.5666675567627,0.0285,9.0,110.3,1.2586678484099998,423.0,-7.183333396911621,0.0024,0.8440867595321315,13.64166641235352
9.0,1.29533881533528,21.5666675567627,0.0285,9.0,110.3,1.2705678484099998,423.0,-7.183333396911621,0.0024,0.8678065272044946,13.64166641235352
9.0,1.289163926695639,21.5666675567627,0.0285,9.0,110.3,1.27224070905,423.0,-7.183333396911621,0.0027,0.8864125804565038,13.64166641235352
9.0,1.3008223916343178,21.5666675567627,0.0285,9.0,110.3,1.2553407090500004,423.0,-7.183333396911621,0.0027,0.9174276744174512,13.64166641235352
9.0,1.3205057989025994,21.5666675567627,0.0285,9.0,110.3,1.2583678484100007,423.0,-7.183333396911621,0.0027,0.9533283064563338,13.64166641235352
9.0,1.3265529462972623,21.5666675567627,0.0285,9.0,110.3,1.2654778484100007,423.0,-7.183333396911621,0.0027,0.9759962181492006,13.64166641235352
2.0,0.5580715839284243,28.63333320617676,0.008700000000000001,119.0,52.5,1.52,200.0,28.63333320617676,0.0136,1.2804128715676992,15.10833358764648
150.0,0.558653467749579,16.5,0.05810000000000001,183.0,172.5,1.37,701.0,16.5,0.022,0.9750078299506737,10.5
150.0,0.5636166204446481,16.5,0.05810000000000001,183.0,172.5,1.25,701.0,16.5,0.029,0.9696370319858032,10.5
69.0,0.5792517188927807,21.26666641235352,0.0714,69.0,-93.0,1.23084,764.0,-8.583333015441895,0.031,0.9321215927452601,11.375
69.0,0.5773884093314271,21.26666641235352,0.0714,69.0,-93.0,1.23194,764.0,-8.583333015441895,0.031,0.6988557141977378,11.375
69.0,0.5726649300918031,21.26666641235352,0.0714,69.0,-93.0,1.2113399999999999,764.0,-8.583333015441895,0.031,0.560748041623404,11.375
142.0,0.570816702809941,16.39999961853027,0.0532,195.0,172.5,1.01,637.0,14.80000019073486,0.0255,0.9918072609585863,10.38333320617676
142.0,0.5741779596049175,16.39999961853027,0.0532,195.0,172.5,1.25,637.0,14.80000019073486,0.0255,0.9835724560277802,10.38333320617676
142.0,0.5716718767816678,16.39999961853027,0.0532,195.0,172.5,1.24,637.0,14.80000019073486,0.0255,0.9615613067995459,10.38333320617676
142.0,0.5697179259532857,16.39999961853027,0.0532,195.0,172.5,1.24,637.0,14.80000019073486,0.0255,0.9423446332924683,10.38333320617676
142.0,0.5674065425393525,16.39999961853027,0.0532,195.0,172.5,1.32,637.0,14.80000019073486,0.0255,0.9235057262898716,10.38333320617676
142.0,0.5650461006832296,16.39999961853027,0.0532,195.0,172.5,1.34,637.0,14.80000019073486,0.0255,0.9056916149117032,10.38333320617676
22.0,1.1422678138749465,26.21666717529297,0.0304,224.0,-6.0,1.53,535.0,26.08333396911621,0.0054,0.46088300224245626,11.51666641235352
22.0,1.0771691825556509,26.21666717529297,0.0304,224.0,-6.0,1.26,535.0,26.08333396911621,0.0054,0.4863038347450286,11.51666641235352
22.0,1.1352024931852138,26.21666717529297,0.0304,224.0,-6.0,1.65,535.0,26.08333396911621,0.0054,0.5489081821842287,11.51666641235352
22.0,0.9974755953188904,26.21666717529297,0.0304,224.0,-6.0,1.39,535.0,26.08333396911621,0.0054,0.5252960588052736,11.51666641235352
210.0,0.559414970920936,19.08333396911621,0.1065,225.0,-81.0,1.2,1008.0,-4.300000190734863,0.037,0.5586653691735985,9.291666984558105
210.0,0.5627590323070016,19.08333396911621,0.1065,225.0,-81.0,1.2,1008.0,-4.300000190734863,0.037,0.5717116968831506,9.291666984558105
210.0,0.5617630062618372,19.08333396911621,0.1065,225.0,-81.0,1.4,1008.0,-4.300000190734863,0.019,0.5675185119472121,9.291666984558105
210.0,0.5615822765002388,19.08333396911621,0.1065,225.0,-81.0,1.4,1008.0,-4.300000190734863,0.019,0.5665801095211898,9.291666984558105
210.0,0.5597903669965696,19.08333396911621,0.1065,225.0,-81.0,1.1,1008.0,-4.300000190734863,0.031,0.5601130987217223,9.291666984558105
94.0,0.9321215927452601,22.54999923706055,0.0295,148.0,146.0,1.23,506.0,19.81666564941406,0.0115,0.5638660826763219,12.60000038146973
94.0,0.7332658953154578,22.54999923706055,0.0295,148.0,146.0,1.33,506.0,19.81666564941406,0.0115,0.5625853920332495,12.60000038146973
5.0,0.5609104802226011,31.06666564941406,0.0357,562.0,-1.0,1.5061402445000005,852.0,26.93333435058594,0.0077,0.9321215927452601,12.55833339691162
5.0,0.5735991484771245,31.06666564941406,0.0357,562.0,-1.0,1.5022100000000003,852.0,26.93333435058594,0.0077,1.222341096028555,12.55833339691162
5.0,0.5873214505182829,31.06666564941406,0.0357,562.0,-1.0,1.49422085575,852.0,26.93333435058594,0.0077,1.3537254318874234,12.55833339691162
5.0,0.6013450007811828,31.06666564941406,0.0357,562.0,-1.0,1.5211681418100012,852.0,26.93333435058594,0.0077,1.4320777791059618,12.55833339691162
13.0,0.6142529971410876,31.41666793823242,0.0328,26.0,78.6,1.56,717.0,23.25,0.00684,0.9321215927452601,12.32499980926514
13.0,0.6175595166167392,31.41666793823242,0.0328,26.0,78.6,1.62,717.0,23.25,0.00625,0.9037948142314134,12.32499980926514
13.0,0.6209524574845988,31.41666793823242,0.0328,26.0,78.6,1.41,717.0,23.25,0.00889,0.8988614715027793,12.32499980926514
13.0,0.6272041639274715,31.41666793823242,0.0328,26.0,78.6,1.37,717.0,23.25,0.01782,0.9559812734664053,12.32499980926514
328.0,0.6363429388630016,24.36666679382324,0.1425,330.0,135.3,1.05,1676.0,5.900000095367432,0.0242,0.8813851659841455,8.741666793823242
328.0,0.6423523806382672,24.36666679382324,0.1425,330.0,135.3,1.1,1676.0,5.900000095367432,0.0117,0.8895703737333681,8.741666793823242
328.0,0.648697321196156,24.36666679382324,0.1425,330.0,135.3,1.15,1676.0,5.900000095367432,0.0064,0.8985002804136042,8.741666793823242
328.0,0.6459510239799174,24.36666679382324,0.1425,330.0,135.3,1.05,1676.0,5.900000095367432,0.0242,0.8838566979106434,8.741666793823242
328.0,0.6421117919904272,24.36666679382324,0.1425,330.0,135.3,1.1,1676.0,5.900000095367432,0.0117,0.8671484736451466,8.741666793823242
328.0,0.6423987823500794,24.36666679382324,0.1425,330.0,135.3,1.15,1676.0,5.900000095367432,0.0064,0.8614322302061468,8.741666793823242
21.0,0.64807579193036,24.76666641235352,0.0321,236.0,-6.2,1.3222800000000003,542.0,24.41666603088379,0.006,1.0401017605013112,10.25833320617676
146.0,0.6492288976700304,20.76666641235352,0.05520000000000001,157.0,1.4,1.09,670.0,20.60000038146973,0.01,0.560684573753048,9.75
146.0,0.6575259659620077,20.76666641235352,0.05520000000000001,157.0,1.4,1.43,670.0,20.60000038146973,0.01,0.5940957925608454,9.75
146.0,0.6624765926179729,20.76666641235352,0.05520000000000001,157.0,1.4,1.07,670.0,20.60000038146973,0.008,0.6138626079106143,9.75
146.0,0.671162830333963,20.76666641235352,0.05520000000000001,157.0,1.4,1.42,670.0,20.60000038146973,0.008,0.6452606765987049,9.75
146.0,0.6758760198112164,20.76666641235352,0.05520000000000001,157.0,1.4,1.28,670.0,20.60000038146973,0.013,0.6618402757101275,9.75
146.0,0.6806788353383023,20.76666641235352,0.05520000000000001,157.0,1.4,1.4,670.0,20.60000038146973,0.013,0.677892013766926,9.75
146.0,0.6853258690846296,20.76666641235352,0.05520000000000001,157.0,1.4,1.23,670.0,20.60000038146973,0.013,0.6927005146826754,9.75
146.0,0.6898582051317339,20.76666641235352,0.05520000000000001,157.0,1.4,1.41,670.0,20.60000038146973,0.013,0.7064982441963511,9.75
146.0,0.6949735358240406,20.76666641235352,0.05520000000000001,157.0,1.4,1.21,670.0,20.60000038146973,0.012,0.7214840891366375,9.75
146.0,0.7010809420039482,20.76666641235352,0.05520000000000001,157.0,1.4,1.4,670.0,20.60000038146973,0.012,0.7388178846614354,9.75
146.0,0.7056563970885933,20.76666641235352,0.05520000000000001,157.0,1.4,1.23,670.0,20.60000038146973,0.013,0.7510306232120938,9.75
146.0,0.7115732858329825,20.76666641235352,0.05520000000000001,157.0,1.4,1.4,670.0,20.60000038146973,0.013,0.7666396131639629,9.75
146.0,0.7158364095898652,20.76666641235352,0.05520000000000001,157.0,1.4,1.35,670.0,20.60000038146973,0.01,0.7770704235004673,9.75
146.0,0.7210218152254193,20.76666641235352,0.05520000000000001,157.0,1.4,1.39,670.0,20.60000038146973,0.01,0.7897103521738704,9.75
146.0,0.7237303412911918,20.76666641235352,0.05520000000000001,157.0,1.4,1.34,670.0,20.60000038146973,0.008,0.7952442902745581,9.75
146.0,0.7277012426506365,20.76666641235352,0.05520000000000001,157.0,1.4,1.38,670.0,20.60000038146973,0.008,0.8039996695668373,9.75
146.0,0.730159149334278,20.76666641235352,0.05520000000000001,157.0,1.4,1.42,670.0,20.60000038146973,0.013,0.8085442139384907,9.75
146.0,0.7328358996912183,20.76666641235352,0.05520000000000001,157.0,1.4,1.4,670.0,20.60000038146973,0.013,0.8135527620660872,9.75
146.0,0.7357046661535218,20.76666641235352,0.05520000000000001,157.0,1.4,1.21,670.0,20.60000038146973,0.013,0.8189394560920782,9.75
146.0,0.7384245710551761,20.76666641235352,0.05520000000000001,157.0,1.4,1.41,670.0,20.60000038146973,0.013,0.8238351523581272,9.75
146.0,0.7408788004917053,20.76666641235352,0.05520000000000001,157.0,1.4,1.24,670.0,20.60000038146973,0.012,0.8279737984326437,9.75
146.0,0.7435691864108639,20.76666641235352,0.05520000000000001,157.0,1.4,1.43,670.0,20.60000038146973,0.012,0.8326148529474551,9.75
146.0,0.7457803164044465,20.76666641235352,0.05520000000000001,157.0,1.4,1.24,670.0,20.60000038146973,0.013,0.8360146303985654,9.75
146.0,0.7488725942785692,20.76666641235352,0.05520000000000001,157.0,1.4,1.37,670.0,20.60000038146973,0.013,0.8414635837583019,9.75
146.0,0.7515828550319356,20.76666641235352,0.05520000000000001,157.0,1.4,0.97,670.0,20.60000038146973,0.01,0.8459150103343575,9.75
146.0,0.7540012177043467,20.76666641235352,0.05520000000000001,157.0,1.4,1.5,670.0,20.60000038146973,0.01,0.8496162590966525,9.75
146.0,0.7561052570871789,20.76666641235352,0.05520000000000001,157.0,1.4,1.05,670.0,20.60000038146973,0.008,0.8525432488493202,9.75
146.0,0.7620370131812834,20.76666641235352,0.05520000000000001,157.0,1.4,1.5,670.0,20.60000038146973,0.008,0.8641441452248884,9.75
146.0,0.7647461687747357,20.76666641235352,0.05520000000000001,157.0,1.4,1.13,670.0,20.60000038146973,0.013,0.86827614661701,9.75
146.0,0.767683645185492,20.76666641235352,0.05520000000000001,157.0,1.4,1.5,670.0,20.60000038146973,0.013,0.8728627926288395,9.75
146.0,0.7700539352147151,20.76666641235352,0.05520000000000001,157.0,1.4,1.31,670.0,20.60000038146973,0.013,0.8761384475553987,9.75
146.0,0.773727898481317,20.76666641235352,0.05520000000000001,157.0,1.4,1.34,670.0,20.60000038146973,0.013,0.8822255580945179,9.75
146.0,0.7755215399349334,20.76666641235352,0.05520000000000001,157.0,1.4,1.33,670.0,20.60000038146973,0.012,0.8841636465994178,9.75
146.0,0.7809333226159018,20.76666641235352,0.05520000000000001,157.0,1.4,1.37,670.0,20.60000038146973,0.012,0.8938407585364995,9.75
146.0,0.784413332115299,20.76666641235352,0.05520000000000001,157.0,1.4,1.23,670.0,20.60000038146973,0.013,0.8992740987521073,9.75
146.0,0.7879090365480792,20.76666641235352,0.05520000000000001,157.0,1.4,1.4,670.0,20.60000038146973,0.013,0.904674210328852,9.75
13.0,1.3069581426911754,21.39999961853027,0.0228,102.0,45.0,1.22,354.0,21.13333320617676,0.0085,0.8692251022952756,12.36666679382324
13.0,1.3439362618918183,21.39999961853027,0.0228,102.0,45.0,1.21,354.0,21.13333320617676,0.0085,0.9010438975495663,12.36666679382324
13.0,1.3900254369833724,21.39999961853027,0.0228,102.0,45.0,1.17,354.0,21.13333320617676,0.0085,0.9381692933723266,12.36666679382324
13.0,1.4340592662120708,21.39999961853027,0.0228,102.0,45.0,1.19,354.0,21.13333320617676,0.0103,0.9745949443118755,12.36666679382324
13.0,1.4679242547999294,21.39999961853027,0.0228,102.0,45.0,1.22,354.0,21.13333320617676,0.0103,1.0055539207973994,12.36666679382324
13.0,1.4956903961780155,21.39999961853027,0.0228,102.0,45.0,1.25,354.0,21.13333320617676,0.0103,1.0330845970675602,12.36666679382324
13.0,1.5204889046129666,21.39999961853027,0.0228,102.0,45.0,1.26,354.0,21.13333320617676,0.0072,1.0588600377814703,12.36666679382324
13.0,1.5335160297166026,21.39999961853027,0.0228,102.0,45.0,1.28,354.0,21.13333320617676,0.0072,1.077472459165797,12.36666679382324
