PrecipitationofDriestQuarter,BulkDensity,AverageAridityIndex,AnnualPrecipitation,SiltContent,Longitude,Season_sin,MeanTemperatureofDriestQuarter,SoilOrganicCarbon,MeanDiurnalRange,SoilTypeWRB,MeanTemperatureofWarmestQuarter,PrecipitationofColdestQuarter,Method
140.0,1.3889613447400004,0.0648,621.0,0.468,1.8,-0.8660254037844385,6.666666507720947,0.0057,8.716666221618652,0.9555040623617438,17.68333435058594,155.0,1.3153232236973507
36.0,1.18,0.0216,470.0,0.30260401996999975,-102.0,0.8660254037844387,3.116666555404663,0.01,16.29999923706055,1.2621258000467888,24.39999961853027,36.0,1.2621258000467888
36.0,1.25,0.0216,470.0,0.2885040199699998,-102.0,0.8660254037844387,3.116666555404663,0.013,16.29999923706055,1.589306455818198,24.39999961853027,36.0,1.589306455818198
36.0,1.17,0.0216,470.0,0.3351306194399999,-102.0,0.8660254037844387,3.116666555404663,0.0225,16.29999923706055,1.5865792208045584,24.39999961853027,36.0,1.5865792208045584
36.0,1.18,0.0216,470.0,0.2923010208299998,-102.0,0.8660254037844387,3.116666555404663,0.01,16.29999923706055,1.588856326597702,24.39999961853027,36.0,1.588856326597702
36.0,1.25,0.0216,470.0,0.29173313637999987,-102.0,0.8660254037844387,3.116666555404663,0.013,16.29999923706055,1.5842458914782476,24.39999961853027,36.0,1.5842458914782476
36.0,1.17,0.0216,470.0,0.30697149866999984,-102.0,0.8660254037844387,3.116666555404663,0.0225,16.29999923706055,1.5414851630481363,24.39999961853027,36.0,1.5414851630481363
36.0,1.18,0.0216,470.0,0.2920610208299998,-102.0,0.8660254037844387,3.116666555404663,0.01,16.29999923706055,1.5169329557445155,24.39999961853027,36.0,1.5169329557445155
36.0,1.25,0.0216,470.0,0.2918722536599998,-102.0,0.8660254037844387,3.116666555404663,0.013,16.29999923706055,1.561330215503025,24.39999961853027,36.0,1.561330215503025
36.0,1.17,0.0216,470.0,0.30697149866999984,-102.0,0.8660254037844387,3.116666555404663,0.0225,16.29999923706055,1.535866770414161,24.39999961853027,36.0,1.535866770414161
197.0,1.3705138141799993,0.104,990.0,0.52,-75.0,0.8660254037844387,-6.849999904632568,0.0216,10.32499980926514,1.2621258000467888,19.29999923706055,213.0,1.3010735658084678
197.0,1.3882404645499997,0.104,990.0,0.52,-75.0,0.8660254037844387,-6.849999904632568,0.0216,10.32499980926514,1.0991363501696274,19.29999923706055,213.0,1.2818668992023625
81.0,1.37,0.07880000000000001,811.0,0.40593181666,-89.5,0.0,-7.583333492279053,0.0052326,11.94166660308838,0.9684197272787078,20.16666603088379,81.0,1.234898320260719
81.0,1.57,0.07880000000000001,811.0,0.33799937185999995,-89.5,0.0,-7.583333492279053,0.0046512,11.94166660308838,1.0844150698313717,20.16666603088379,81.0,1.2719211531174792
247.0,1.13,0.0922,1146.0,0.534,-76.0,0.0,0.5499999523162842,0.11,10.58333301544189,1.2621258000467888,22.04999923706055,249.0,1.2781641219941828
247.0,1.5,0.0922,1146.0,0.535,-76.0,0.0,0.5499999523162842,0.015,10.58333301544189,0.9744690374092357,22.04999923706055,249.0,1.2524531721149437
247.0,1.58,0.0922,1146.0,0.359,-76.0,0.0,0.5499999523162842,0.03,10.58333301544189,0.9442702339068951,22.04999923706055,249.0,1.2370956493977465
247.0,1.69,0.0922,1146.0,0.584,-76.0,0.0,0.5499999523162842,0.014,10.58333301544189,0.939389809384491,22.04999923706055,249.0,1.2246017648545278
247.0,1.13,0.0922,1146.0,0.534,-76.0,-0.8660254037844385,0.5499999523162842,0.11,10.58333301544189,0.8709708323462545,22.04999923706055,249.0,1.2004745786752502
247.0,1.5,0.0922,1146.0,0.535,-76.0,-0.8660254037844385,0.5499999523162842,0.015,10.58333301544189,0.8595901813077211,22.04999923706055,249.0,1.185741702654502
247.0,1.58,0.0922,1146.0,0.359,-76.0,-0.8660254037844385,0.5499999523162842,0.03,10.58333301544189,0.8538121088079988,22.04999923706055,249.0,1.1726489159100435
247.0,1.69,0.0922,1146.0,0.584,-76.0,-0.8660254037844385,0.5499999523162842,0.014,10.58333301544189,0.8425479662905246,22.04999923706055,249.0,1.1585471935913598
208.0,0.88,0.09860000000000001,1038.0,0.635,-78.0,0.0,-3.150000095367432,0.071,11.19999980926514,0.7931996320719459,19.26666641235352,208.0,1.1332093857490915
208.0,1.56,0.09860000000000001,1038.0,0.671,-78.0,0.0,-3.150000095367432,0.014,11.19999980926514,0.8138323788587589,19.26666641235352,208.0,1.1288970539488006
208.0,1.47,0.09860000000000001,1038.0,0.639,-78.0,0.0,-3.150000095367432,0.02,11.19999980926514,0.830200904828176,19.26666641235352,208.0,1.124677963654224
208.0,1.59,0.09860000000000001,1038.0,0.466,-78.0,0.0,-3.150000095367432,0.012,11.19999980926514,0.8620892824931977,19.26666641235352,208.0,1.1273501901134426
208.0,0.88,0.09860000000000001,1038.0,0.635,-78.0,-0.8660254037844385,-3.150000095367432,0.071,11.19999980926514,0.8905666715867564,19.26666641235352,208.0,1.130436812189796
208.0,1.56,0.09860000000000001,1038.0,0.671,-78.0,-0.8660254037844385,-3.150000095367432,0.014,11.19999980926514,0.8795076366226147,19.26666641235352,208.0,1.119159765615481
208.0,1.47,0.09860000000000001,1038.0,0.639,-78.0,-0.8660254037844385,-3.150000095367432,0.02,11.19999980926514,0.8592055941294452,19.26666641235352,208.0,1.1040435776601918
208.0,1.59,0.09860000000000001,1038.0,0.466,-78.0,-0.8660254037844385,-3.150000095367432,0.012,11.19999980926514,0.8369884520515477,19.26666641235352,208.0,1.0878189220716215
247.0,1.64,0.0922,1146.0,0.423,-76.0,0.0,0.5499999523162842,0.11,10.58333301544189,0.8157919748818969,22.04999923706055,249.0,1.071735485705723
247.0,1.6,0.0922,1146.0,0.421,-76.0,0.0,0.5499999523162842,0.013,10.58333301544189,0.836999828524201,22.04999923706055,249.0,1.0749610717246372
247.0,1.55,0.0922,1146.0,0.57,-76.0,0.0,0.5499999523162842,0.021,10.58333301544189,0.8349351833443213,22.04999923706055,249.0,1.0680313341841834
247.0,1.78,0.0922,1146.0,0.23,-76.0,0.0,0.5499999523162842,0.005,10.58333301544189,0.8467305679237718,22.04999923706055,249.0,1.0680999083487968
247.0,1.64,0.0922,1146.0,0.423,-76.0,-0.8660254037844385,0.5499999523162842,0.11,10.58333301544189,0.8603948280771935,22.04999923706055,249.0,1.0696613398439594
247.0,1.6,0.0922,1146.0,0.421,-76.0,-0.8660254037844385,0.5499999523162842,0.013,10.58333301544189,0.8658617075497973,22.04999923706055,249.0,1.0675916848818785
247.0,1.55,0.0922,1146.0,0.57,-76.0,-0.8660254037844385,0.5499999523162842,0.021,10.58333301544189,0.8628807076203572,22.04999923706055,249.0,1.0614486627066693
247.0,1.78,0.0922,1146.0,0.23,-76.0,-0.8660254037844385,0.5499999523162842,0.005,10.58333301544189,0.8382856069488355,22.04999923706055,249.0,1.0439186544577175
78.0,1.22,0.0257,410.0,0.473,-0.06667,-2.449293598294706e-16,8.566666603088379,0.011,11.25,1.2621258000467888,23.78333282470703,85.0,1.0443093101488838
78.0,1.14,0.0257,410.0,0.473,-0.06667,-2.449293598294706e-16,8.566666603088379,0.011,11.25,1.4136002620657644,23.78333282470703,85.0,1.0553894253390084
78.0,1.3,0.0257,410.0,0.473,-0.06667,-2.449293598294706e-16,8.566666603088379,0.011,11.25,1.4398833177133978,23.78333282470703,85.0,1.0644948420821263
80.0,0.75,0.046,565.0,0.715,-117.0,0.0,17.45000076293945,0.0371,12.81666660308838,1.527629708401845,17.64999961853027,173.0,1.2621258000467888
80.0,1.1,0.046,565.0,0.704,-117.0,0.0,17.45000076293945,0.0147,12.81666660308838,1.535174157425544,17.64999961853027,173.0,1.4363722238546601
80.0,1.1,0.046,565.0,0.736,-117.0,0.0,17.45000076293945,0.0182,12.81666660308838,1.4336061526468071,17.64999961853027,173.0,1.063034182596674
80.0,0.9,0.046,565.0,0.714,-117.0,0.0,17.45000076293945,0.0319,12.81666660308838,1.3898460754978248,17.64999961853027,173.0,1.013456924375015
80.0,1.25,0.046,565.0,0.705,-117.0,0.0,17.45000076293945,0.0143,12.81666660308838,1.4087326690819475,17.64999961853027,173.0,1.1416172166351206
80.0,1.25,0.046,565.0,0.74,-117.0,0.0,17.45000076293945,0.0134,12.81666660308838,1.3255662175911256,17.64999961853027,173.0,0.9782203299825373
80.0,0.75,0.046,565.0,0.715,-117.0,-0.8660254037844385,17.45000076293945,0.0371,12.81666660308838,1.288194699458057,17.64999961853027,173.0,0.9424205581938935
80.0,1.1,0.046,565.0,0.704,-117.0,-0.8660254037844385,17.45000076293945,0.0147,12.81666660308838,1.318444163979509,17.64999961853027,173.0,1.049922437959999
80.0,1.1,0.046,565.0,0.736,-117.0,-0.8660254037844385,17.45000076293945,0.0182,12.81666660308838,1.2858595351623578,17.64999961853027,173.0,1.0145889276611981
80.0,0.9,0.046,565.0,0.714,-117.0,-0.8660254037844385,17.45000076293945,0.0319,12.81666660308838,1.2590421713864692,17.64999961853027,173.0,0.990762997237125
80.0,1.25,0.046,565.0,0.705,-117.0,-0.8660254037844385,17.45000076293945,0.0143,12.81666660308838,1.2730306529000597,17.64999961853027,173.0,1.0405856158208664
80.0,0.75,0.046,565.0,0.715,-117.0,0.0,17.45000076293945,0.0371,12.81666660308838,1.2642610327876729,17.64999961853027,173.0,1.044609200380789
80.0,1.1,0.046,565.0,0.704,-117.0,0.0,17.45000076293945,0.0147,12.81666660308838,1.294570780504971,17.64999961853027,173.0,1.1127989143952077
80.0,0.9,0.046,565.0,0.714,-117.0,0.0,17.45000076293945,0.0319,12.81666660308838,1.288803756445812,17.64999961853027,173.0,1.116308222448715
80.0,1.1,0.046,565.0,0.704,-117.0,0.0,17.45000076293945,0.0147,12.81666660308838,1.3121361910127243,17.64999961853027,173.0,1.165139820022248
80.0,1.1,0.046,565.0,0.736,-117.0,0.0,17.45000076293945,0.0182,12.81666660308838,1.3082396558249425,17.64999961853027,173.0,1.168238756978244
80.0,1.1,0.046,565.0,0.736,-117.0,0.8660254037844387,17.45000076293945,0.0182,12.81666660308838,1.3014153125624548,17.64999961853027,173.0,1.1660368730971862
80.0,0.9,0.046,565.0,0.714,-117.0,0.8660254037844387,17.45000076293945,0.0319,12.81666660308838,1.3032388532439094,17.64999961853027,173.0,1.1762932085341051
80.0,1.25,0.046,565.0,0.74,-117.0,0.8660254037844387,17.45000076293945,0.0134,12.81666660308838,1.327206598795296,17.64999961853027,173.0,1.218295446436664
92.0,1.3947899999999995,0.0355,492.0,0.52,1.0,0.8660254037844387,7.533333301544189,0.013954,11.48333358764648,0.8469226735695834,22.45000076293945,94.0,1.0651429933593313
92.0,1.3952999999999998,0.0355,492.0,0.52,1.0,0.8660254037844387,7.533333301544189,0.013954,11.48333358764648,0.8115637026157521,22.45000076293945,94.0,1.0579498692872296
92.0,1.3854899999999999,0.0355,492.0,0.52,1.0,0.8660254037844387,7.533333301544189,0.013954,11.48333358764648,0.7669476802634023,22.45000076293945,94.0,1.0487446481414802
25.0,1.66,0.0332,564.0,0.074,-8.0,0.01732050807568873,22.88333320617676,0.0085,11.72500038146973,1.1169002096887302,23.26666641235352,239.0,1.0278953039468006
25.0,1.83,0.0332,564.0,0.138,-8.0,0.008660254037844331,22.88333320617676,0.0083,11.72500038146973,1.048363053551016,23.26666641235352,239.0,1.015349949007689
25.0,1.62,0.0332,564.0,0.129,-8.0,0.008660254037844331,22.88333320617676,0.0114,11.72500038146973,0.9756737373430714,23.26666641235352,239.0,0.9998081214159851
25.0,1.7,0.0332,564.0,0.251,-8.0,-5.549831211259311e-17,22.88333320617676,0.0074,11.72500038146973,1.5394629242154132,23.26666641235352,239.0,0.9822652163947204
93.0,1.28,0.0777,560.0,0.41,17.6,0.8660254037844387,-0.2166667282581329,0.017,8.008333206176758,0.6332195252225268,15.41666698455811,109.0,0.9728176580998523
216.0,1.44,0.0952,1076.0,0.21,175.3,0.15588457268119899,15.31666660308838,0.04,8.791666984558105,1.2621258000467888,16.64999961853027,303.0,1.6372588754253987
9.0,1.5273100000000008,0.0285,423.0,0.333,110.3,0.0,-7.183333396911621,0.0034,13.64166641235352,0.6475073689646422,21.5666675567627,9.0,1.4495860404932261
9.0,1.541300000000001,0.0285,423.0,0.333,110.3,0.8660254037844387,-7.183333396911621,0.0034,13.64166641235352,0.7610787050064054,21.5666675567627,9.0,1.4708844438543303
9.0,1.5501000000000007,0.0285,423.0,0.333,110.3,0.8660254037844387,-7.183333396911621,0.0034,13.64166641235352,0.8424191651812541,21.5666675567627,9.0,1.474594177641949
9.0,1.4985100000000011,0.0285,423.0,0.355,110.3,0.0,-7.183333396911621,0.003,13.64166641235352,0.874122838516359,21.5666675567627,9.0,1.4295744234834282
9.0,1.4664100000000004,0.0285,423.0,0.355,110.3,0.0,-7.183333396911621,0.003,13.64166641235352,0.9403433348329693,21.5666675567627,9.0,1.4511961577978838
9.0,1.4415,0.0285,423.0,0.355,110.3,0.8660254037844387,-7.183333396911621,0.003,13.64166641235352,0.9992799290132323,21.5666675567627,9.0,1.4730168585976884
9.0,1.4550999999999996,0.0285,423.0,0.355,110.3,0.8660254037844387,-7.183333396911621,0.003,13.64166641235352,1.0377127903531134,21.5666675567627,9.0,1.475605885381088
9.0,1.4448100000000006,0.0285,423.0,0.335,110.3,0.0,-7.183333396911621,0.0024,13.64166641235352,1.057991223645963,21.5666675567627,9.0,1.4616063372967174
9.0,1.44661,0.0285,423.0,0.335,110.3,0.0,-7.183333396911621,0.0024,13.64166641235352,1.0958576798102297,21.5666675567627,9.0,1.475304814697821
9.0,1.3878899999999994,0.0285,423.0,0.335,110.3,0.8660254037844387,-7.183333396911621,0.0024,13.64166641235352,1.127360630782633,21.5666675567627,9.0,1.484889436287887
9.0,1.3463699999999994,0.0285,423.0,0.335,110.3,0.8660254037844387,-7.183333396911621,0.0024,13.64166641235352,1.1391983461005226,21.5666675567627,9.0,1.4737260330663777
9.0,1.32938831296,0.0285,423.0,0.321,110.3,0.0,-7.183333396911621,0.0027,13.64166641235352,1.1467408445809832,21.5666675567627,9.0,1.4604751854452072
9.0,1.3104483129599998,0.0285,423.0,0.321,110.3,0.0,-7.183333396911621,0.0027,13.64166641235352,1.1700706178106508,21.5666675567627,9.0,1.4685708948514236
9.0,1.3247483129599997,0.0285,423.0,0.321,110.3,0.8660254037844387,-7.183333396911621,0.0027,13.64166641235352,1.1995647495352981,21.5666675567627,9.0,1.4857110335250805
9.0,1.3113483129599997,0.0285,423.0,0.321,110.3,0.8660254037844387,-7.183333396911621,0.0027,13.64166641235352,1.214297941390262,21.5666675567627,9.0,1.4870027415786615
2.0,1.52,0.008700000000000001,200.0,0.137,52.5,-0.00866025403784447,28.63333320617676,0.0136,15.10833358764648,1.6372588754253987,28.63333320617676,119.0,0.9686144435966504
150.0,1.37,0.05810000000000001,701.0,0.519,172.5,0.18186533479473213,16.5,0.022,10.5,1.2051684067907138,16.5,183.0,0.9651092090663734
150.0,1.25,0.05810000000000001,701.0,0.519,172.5,0.17320508075688776,16.5,0.029,10.5,1.2071980132543296,16.5,183.0,0.9699692115475178
69.0,1.2077999999999998,0.0714,764.0,0.6,-93.0,-0.8660254037844385,-8.583333015441895,0.031,11.375,1.2621258000467888,21.26666641235352,69.0,0.9855547709592519
69.0,1.2115999999999998,0.0714,764.0,0.6,-93.0,-0.8660254037844385,-8.583333015441895,0.031,11.375,1.0399603417454382,21.26666641235352,69.0,0.9828046088688394
69.0,1.2331,0.0714,764.0,0.6,-93.0,-0.8660254037844385,-8.583333015441895,0.031,11.375,0.8714360990467686,21.26666641235352,69.0,0.975572076687881
142.0,1.01,0.0532,637.0,0.52,172.5,0.8660254037844387,14.80000019073486,0.0255,10.38333320617676,1.2362773783792145,16.39999961853027,195.0,0.9739702704361972
142.0,1.25,0.0532,637.0,0.52,172.5,0.8660254037844387,14.80000019073486,0.0255,10.38333320617676,1.2434298735119134,16.39999961853027,195.0,0.9808627624090174
142.0,1.24,0.0532,637.0,0.52,172.5,0.8660254037844387,14.80000019073486,0.0255,10.38333320617676,1.2321489674697583,16.39999961853027,195.0,0.9803898940091231
142.0,1.24,0.0532,637.0,0.52,172.5,0.8660254037844387,14.80000019073486,0.0255,10.38333320617676,1.2215297894641817,16.39999961853027,195.0,0.9798602162410937
142.0,1.32,0.0532,637.0,0.52,172.5,0.8660254037844387,14.80000019073486,0.0255,10.38333320617676,1.209921698217123,16.39999961853027,195.0,0.9786160821859511
142.0,1.34,0.0532,637.0,0.52,172.5,0.8660254037844387,14.80000019073486,0.0255,10.38333320617676,1.1986321174138563,16.39999961853027,195.0,0.977202961196781
22.0,1.53,0.0304,535.0,0.299,-6.0,0.0,26.08333396911621,0.0054,11.51666641235352,0.9033102456433302,26.21666717529297,224.0,1.4791392478979688
22.0,1.26,0.0304,535.0,0.299,-6.0,-2.449293598294706e-16,26.08333396911621,0.0054,11.51666641235352,0.9317475888831588,26.21666717529297,224.0,1.4435980085185611
22.0,1.65,0.0304,535.0,0.299,-6.0,0.0,26.08333396911621,0.0054,11.51666641235352,0.9917356012159012,26.21666717529297,224.0,1.50825963607785
22.0,1.39,0.0304,535.0,0.299,-6.0,-2.449293598294706e-16,26.08333396911621,0.0054,11.51666641235352,0.9673510014184614,26.21666717529297,224.0,1.3787342601319954
210.0,1.2,0.1065,1008.0,0.325,-81.0,0.8660254037844387,-4.300000190734863,0.037,9.291666984558105,0.9996848622365998,19.08333396911621,225.0,0.9708338456749904
210.0,1.2,0.1065,1008.0,0.325,-81.0,0.8660254037844387,-4.300000190734863,0.037,9.291666984558105,1.0198382535019546,19.08333396911621,225.0,0.9764283036655332
210.0,1.4,0.1065,1008.0,0.365,-81.0,0.8660254037844387,-4.300000190734863,0.019,9.291666984558105,1.0155081128730472,19.08333396911621,225.0,0.9758809413822541
210.0,1.4,0.1065,1008.0,0.365,-81.0,0.8660254037844387,-4.300000190734863,0.019,9.291666984558105,1.0099309989901517,19.08333396911621,225.0,0.9748821204632664
210.0,1.1,0.1065,1008.0,0.488,-81.0,0.8660254037844387,-4.300000190734863,0.031,9.291666984558105,1.005861049747296,19.08333396911621,225.0,0.9741914347704843
94.0,1.23,0.0295,506.0,0.12,146.0,0.0,19.81666564941406,0.0115,12.60000038146973,1.0130246722163359,22.54999923706055,148.0,1.2621258000467888
94.0,1.33,0.0295,506.0,0.12,146.0,0.0,19.81666564941406,0.0115,12.60000038146973,1.003078602943276,22.54999923706055,148.0,1.0231954394913767
5.0,1.4789343520900002,0.0357,852.0,0.201,-1.0,-2.449293598294706e-16,26.93333435058594,0.0077,12.55833339691162,1.2621258000467888,31.06666564941406,562.0,0.976749128139345
5.0,1.4877543520900003,0.0357,852.0,0.201,-1.0,-2.449293598294706e-16,26.93333435058594,0.0077,12.55833339691162,1.5498993766796862,31.06666564941406,562.0,0.9882281124749881
5.0,1.5057626650500004,0.0357,852.0,0.201,-1.0,-2.449293598294706e-16,26.93333435058594,0.0077,12.55833339691162,1.6774581106406385,31.06666564941406,562.0,1.000653737028772
5.0,1.5118126650500006,0.0357,852.0,0.201,-1.0,-2.449293598294706e-16,26.93333435058594,0.0077,12.55833339691162,1.744114181468541,31.06666564941406,562.0,1.0129060572485573
13.0,1.56,0.0328,717.0,0.171,78.6,-2.449293598294706e-16,23.25,0.00684,12.32499980926514,1.2621258000467888,31.41666793823242,26.0,1.0245899562199314
13.0,1.62,0.0328,717.0,0.175,78.6,-2.449293598294706e-16,23.25,0.00625,12.32499980926514,1.2494148972880184,31.41666793823242,26.0,1.0272749440466313
13.0,1.41,0.0328,717.0,0.173,78.6,-2.449293598294706e-16,23.25,0.00889,12.32499980926514,1.2446697168844378,31.41666793823242,26.0,1.0298737491970147
13.0,1.37,0.0328,717.0,0.179,78.6,-2.449293598294706e-16,23.25,0.01782,12.32499980926514,1.3146773742249025,31.41666793823242,26.0,1.0359827195309563
328.0,1.05,0.1425,1676.0,0.29,135.3,0.0,5.900000095367432,0.0242,8.741666793823242,1.1766021798398356,24.36666679382324,330.0,1.046230412546035
328.0,1.1,0.1425,1676.0,0.29,135.3,0.0,5.900000095367432,0.0117,8.741666793823242,1.198666915382946,24.36666679382324,330.0,1.056042202535556
328.0,1.15,0.1425,1676.0,0.29,135.3,0.0,5.900000095367432,0.0064,8.741666793823242,1.2328382247136462,24.36666679382324,330.0,1.0707577574335299
328.0,1.05,0.1425,1676.0,0.29,135.3,0.0,5.900000095367432,0.0242,8.741666793823242,1.2244829396261643,24.36666679382324,330.0,1.0694207698969793
328.0,1.1,0.1425,1676.0,0.29,135.3,0.0,5.900000095367432,0.0117,8.741666793823242,1.211479720787575,24.36666679382324,330.0,1.066083010934388
328.0,1.15,0.1425,1676.0,0.29,135.3,0.0,5.900000095367432,0.0064,8.741666793823242,1.2078806365645849,24.36666679382324,330.0,1.0663063300383941
21.0,1.34675139364,0.0321,542.0,0.32,-6.2,-6.752204463386446e-17,24.41666603088379,0.006,10.25833320617676,1.427000608733405,24.76666641235352,236.0,1.0742130491956405
146.0,1.09,0.05520000000000001,670.0,0.502,1.4,0.0,20.60000038146973,0.01,9.75,0.9918548012283921,20.76666641235352,157.0,1.074400163290989
146.0,1.43,0.05520000000000001,670.0,0.502,1.4,0.8660254037844387,20.60000038146973,0.01,9.75,1.0248768928172904,20.76666641235352,157.0,1.082655795820543
146.0,1.07,0.05520000000000001,670.0,0.623,1.4,0.0,20.60000038146973,0.008,9.75,1.0402321883555676,20.76666641235352,157.0,1.086408090117158
146.0,1.42,0.05520000000000001,670.0,0.623,1.4,0.8660254037844387,20.60000038146973,0.008,9.75,1.0687719292994213,20.76666641235352,157.0,1.0942819716793586
146.0,1.28,0.05520000000000001,670.0,0.374,1.4,0.0,20.60000038146973,0.013,9.75,1.081084715019416,20.76666641235352,157.0,1.0977147454189278
146.0,1.4,0.05520000000000001,670.0,0.374,1.4,0.8660254037844387,20.60000038146973,0.013,9.75,1.0963817878557796,20.76666641235352,157.0,1.1022571399067471
146.0,1.23,0.05520000000000001,670.0,0.516,1.4,0.0,20.60000038146973,0.013,9.75,1.1091805055598045,20.76666641235352,157.0,1.106236994423271
146.0,1.41,0.05520000000000001,670.0,0.516,1.4,0.8660254037844387,20.60000038146973,0.013,9.75,1.1239151502499882,20.76666641235352,157.0,1.111025718345482
146.0,1.21,0.05520000000000001,670.0,0.58,1.4,0.0,20.60000038146973,0.012,9.75,1.13658092148168,20.76666641235352,157.0,1.115336997843612
146.0,1.4,0.05520000000000001,670.0,0.58,1.4,0.8660254037844387,20.60000038146973,0.012,9.75,1.1540157725401243,20.76666641235352,157.0,1.1214246918085788
146.0,1.23,0.05520000000000001,670.0,0.302,1.4,0.0,20.60000038146973,0.013,9.75,1.1635789386549904,20.76666641235352,157.0,1.1250382143200635
146.0,1.4,0.05520000000000001,670.0,0.302,1.4,0.8660254037844387,20.60000038146973,0.013,9.75,1.17763795459262,20.76666641235352,157.0,1.130344277141583
146.0,1.35,0.05520000000000001,670.0,0.502,1.4,0.0,20.60000038146973,0.01,9.75,1.1849304806374987,20.76666641235352,157.0,1.133411847587788
146.0,1.39,0.05520000000000001,670.0,0.502,1.4,0.8660254037844387,20.60000038146973,0.01,9.75,1.19426170023711,20.76666641235352,157.0,1.1373017863940165
146.0,1.34,0.05520000000000001,670.0,0.623,1.4,0.0,20.60000038146973,0.008,9.75,1.1970713922220277,20.76666641235352,157.0,1.1388913806587735
146.0,1.38,0.05520000000000001,670.0,0.623,1.4,0.8660254037844387,20.60000038146973,0.008,9.75,1.204014098990729,20.76666641235352,157.0,1.1420543188851446
146.0,1.42,0.05520000000000001,670.0,0.374,1.4,0.0,20.60000038146973,0.013,9.75,1.2069118436915924,20.76666641235352,157.0,1.1437483147721934
