Method,AverageAridityIndex,BulkDensity,Longitude,AnnualPrecipitation,MeanTemperatureofDriestQuarter,SoilOrganicCarbon,MeanDiurnalRange,SoilTypeWRB
0.01868845957239694,-0.0645202453268937,-0.009125157876874146,0.08358429065214698,-0.10875565086705635,-0.14491830492084162,-0.07450135611488161,-0.2013133556485872,-0.06375086520548766
0.018915603857939955,-0.06603463816576263,-0.030699456432023185,0.08035185999318104,-0.1071481394496994,-0.11503145869025928,-0.07159164871030299,-0.21608897078792966,-0.11557552825488492
0.028159934953573326,-0.06160780588216541,0.05949995095786343,0.09340748048022482,-0.10138475232032948,-0.16887683226509667,0.03365383842181923,-0.22806956487586683,-0.09173947891217216
0.028764210211631034,-0.06275892844774823,-0.005102887921708352,0.08531724135602448,-0.10032617135276282,-0.12887882157648753,0.05217499144761363,-0.23654396689930715,-0.035692755581598366
0.026903101714393196,0.2037627579123165,0.09785674902299163,0.08440979951275066,-0.009827619830396287,-0.047256316771802795,0.016864283436200504,0.29868355674297115,0.06414505012540744
0.015145600042338808,0.15859694521468604,-0.015011833777332959,0.058642247946969685,-0.05083956254801904,-0.034829290688055556,-0.21912738262268897,0.19695147173318137,0.09553645291228467
0.012164737323061559,0.1698608729081942,0.029448948004145336,0.058185134181459465,-0.042578962332891455,-0.03576080911277616,-0.11858543644210053,0.21397317139670785,0.07395497142472006
0.011903814828620029,0.20154029272179627,0.050969218547519755,0.06466019642167602,-0.03284296061605286,-0.04997073177416417,0.019044667022576577,0.30994250814577856,-0.01564009307926561
0.01384270062664169,0.17659372731694523,-0.010431921751573215,0.06402105868532951,-0.05214206734387604,-0.03504164153821912,-0.22938696540760942,0.1965962377617782,-0.0005103026115353214
0.011063952892634692,0.1878576550104534,0.03431933713544721,0.06356394491981923,-0.04474436964384365,-0.03364016524117051,-0.12876201298523865,0.21341407188015896,-0.08301799588316673
0.006760606642173032,0.1984119284722606,0.050969218547519755,0.06466019642167602,-0.03365206617121831,-0.04763773705239495,0.015894421876671217,0.30973864260063283,-0.081291457957811
0.018925329406516082,0.17659372731694523,-0.010431921751573215,0.06402105868532951,-0.05214206734387604,-0.03382181063104926,-0.22938696540760942,0.1965962377617782,-0.0005103026115353214
0.011063952892634692,0.1878576550104534,0.03431933713544721,0.06356394491981923,-0.04474436964384365,-0.03364016524117051,-0.12876201298523865,0.21341407188015896,-0.08301799588316673
-0.006053543615285169,-0.0836882119290526,0.0582570522308349,0.049993129926366425,-0.030048370466207328,-0.29670150440629295,-0.09208847920585697,-0.21134165109049763,0.05476065988813573
-0.10845324122764922,-0.0850372414446665,-0.04907294156227022,0.027944249877380836,-0.0393711517525718,-0.30873989944747865,-0.10124749905063501,-0.2292091432378897,-0.06263862510172827
-0.07378280391092797,-0.06874299267586034,-0.0077370761604806495,0.07157374650746519,0.007544709910720247,-0.1521195551377072,0.20739211132339747,0.2682476638061075,-0.050253956485279534
-0.06924766995514342,-0.0657407754721353,-0.08443591018172712,0.07510771247038896,0.01645003295999258,-0.12353485477399002,0.18513620789064036,0.2819351164363516,-0.027367424135968033
-0.07395654522884734,-0.06325525200349447,0.11263429934254736,0.0551738446846649,-0.04197351405214633,-0.16582973928639672,0.02711336608285879,-0.16334057800758547,0.0532929515499839
-0.09375436702136966,-0.06163041875159057,-0.07687745068889998,0.04470598659408331,0.020094331736135826,-0.15696380529560464,-0.07663035118504512,-0.17365948571491308,-0.034478802684245836
-0.07652690923550842,-0.06617388768256388,-0.15131088544710042,0.044019205062096584,-0.030611448133485573,-0.15065212840712994,0.04712278018637867,-0.20928623598103893,-0.03377665517924916
-0.08878533407202968,-0.06004157923674192,-0.15410333533225343,0.04585090659122605,0.013740249704200548,-0.15788708257322154,-0.08446765918653835,-0.17664064379212127,-0.030770802317256398
-0.08464238608754443,-0.06677189783794028,0.09186281070159782,0.04972095735848336,-0.0540405241042578,-0.16717506490957224,0.042246928179029496,-0.170517876052486,-0.07750122017549531
-0.07953526625096594,-0.06151970729355795,-0.070493699944444,0.05013030379248113,0.014123897910066442,-0.15470222514509324,-0.0842406095437881,-0.1776127061028936,-0.07478466126849513
-0.07260553290947633,-0.06606317622453123,-0.151010307863027,0.0494435222604944,-0.03526525179646499,-0.14788047245898447,0.05570940493539217,-0.21009796413878298,-0.05550115084121065
-0.057123748659324146,-0.05964877259779391,-0.15299432746502747,0.05592539555927182,0.007410879586188099,-0.15066952565688763,-0.09087514911619708,-0.17887248753951626,-0.07722982494211497
0.010884675848131574,-0.06900242485238124,0.16867025247315734,0.06667870254650558,-0.020419152491538632,-0.24529646864053029,0.022205888631169384,-0.19683268157136452,-0.1074328025686338
0.016426580911273407,-0.05643984110246145,-0.12217206879429642,0.07961757527150257,0.05613617540027865,-0.18614030126291592,-0.08197174473073825,-0.18236684533413472,-0.06613768662551764
0.02318365533338916,-0.07081710866758285,-0.05202999181087899,0.07745338630455434,0.05063322755431077,-0.20023888845201304,-0.03542944805004516,-0.2035949807692851,-0.07444277092709731
0.016585394710523296,-0.056614118947956996,-0.12318199514556781,0.07927827729306235,0.05613617540027865,-0.1877041524012541,-0.07912927914966539,-0.18236684533413472,-0.06605161269229504
0.00917702667546094,-0.06918354348018245,0.17022477199009275,0.07708118887467426,-0.019048142623174825,-0.2571589198487485,0.022205888631169384,-0.19076682534016276,-0.06669361242626456
0.018387602300232533,-0.056224597390083,-0.12647580796045893,0.07961757527150257,0.055584414633358926,-0.18614030126291592,-0.08231966302182529,-0.1822718971767481,-0.0662954239459
0.021456918178244015,-0.07081710866758285,-0.05202999181087899,0.07745338630455434,0.04971328131977653,-0.20023888845201304,-0.03587270694619317,-0.2035949807692851,-0.07444277092709731
0.018546416099482415,-0.05639887523557855,-0.12748573431173033,0.07927827729306235,0.055584414633358926,-0.1877041524012541,-0.07947719744075243,-0.1822718971767481,-0.0662093500126774
0.027131027464714543,-0.0607168192448714,-0.1665525760672643,0.06367545996069858,0.019231708236469858,-0.1302033203448933,0.03407453022226852,-0.20974642538903418,-0.07933257135679629
0.033224350624687794,-0.056617324622418495,-0.17476275421236867,0.056431364171762914,0.0668954380009191,-0.15137886030593437,-0.08045703018450705,-0.1766579724330971,-0.06728993984093691
0.030617853725455207,-0.06828441507832617,-0.1669769191640636,0.054606473183254935,0.04367779058065528,-0.15095785073041904,-0.0773129554602684,-0.19892485413016586,-0.07005264834462857
0.022434670772361113,-0.07124138540040927,-0.15286886354646634,0.05665274091642869,0.054715036789170064,-0.16484803113416058,0.09391722781898872,-0.2416571489380363,-0.042157337079207026
0.027131027464714543,-0.0607168192448714,-0.16888322796638316,0.0606593771440892,0.020142357962719577,-0.14342071601152714,0.03407453022226852,-0.20679746427713513,-0.053881889072225915
0.033224350624687794,-0.056617324622418495,-0.17476275421236867,0.056431364171762914,0.0668954380009191,-0.15137886030593437,-0.08045703018450705,-0.1766579724330971,-0.06728993984093691
0.02237576357618498,-0.06828441507832617,-0.16789908211804064,0.054606473183254935,0.053740506580051035,-0.15095785073041904,-0.0773129554602684,-0.1994255325689477,-0.07045043280199517
0.008994978413408159,-0.07124138540040927,-0.15379102650044338,0.05665274091642869,0.06455613201905697,-0.16484803113416058,0.09162086505028554,-0.24215782737681815,-0.04255512153657362
-0.033144228907204795,0.1986073857602186,0.1727897174326396,0.12508933928415106,-0.010191888976970688,-0.07070769080683648,0.028814651966163826,-0.16254777651644728,0.0692068018270278
-0.00990617476980217,0.1903475448293034,0.14807016990259755,0.10898337558586321,-0.027306508725187736,-0.0682409915693138,0.02946936391652926,-0.16273016012481475,-0.0626788247581214
-0.025091377696803335,0.1804307234362077,0.04538479002138505,0.112790915463105,-0.04473221016611906,-0.07708264813670332,0.020431520677813734,-0.1744831723457626,-0.03544613068462666
0.028593950790509262,-0.024686334055164044,0.17347098265384583,0.04929662472707908,-0.06803995915344423,0.10081914843097356,0.07780129368131644,0.0929493008241701,-0.10911280882609078
-0.01267457805705423,-0.07019699255195293,0.06005430282857913,0.03311412261028123,-0.16505213646246125,0.08537547770237909,-0.2469387346976016,0.04842890740115246,-0.10782301018319194
-0.060985465232239494,-0.05490271653704692,0.07241653238186092,0.03450485211599974,-0.13855224782835696,0.08258260119893078,-0.15301952695497484,0.055674018486543866,-0.11515399336149036
-0.051675999061754706,-0.02064698826001224,0.21661023466912532,0.05481775527590229,-0.0428324753988552,0.10460622584123809,0.08786377247000275,0.09172971453282659,0.04263921000780408
0.015084760855201718,-0.07222078234494848,-0.04281301386173413,0.0365434608488626,-0.17584298556377687,0.08868061675148754,-0.2662971746783656,0.034303082851672405,-0.10413680233161628
-0.041520206395036584,-0.06870722319468084,-0.00462419728273926,0.04491938232075669,-0.14806187200304693,0.08874046973726876,-0.26614678290657656,0.0313098834470042,0.05273668360242898
-0.009529891912214365,-0.021306856088684253,0.23179748281018683,0.05227638604418596,-0.05150755370335556,0.10563431546849236,0.07926974084506752,0.08964166480961537,0.07256238055538676
-0.05643323689570973,-0.06683414866161975,0.11627552269294888,0.050561438543464704,-0.13913022730825808,0.09003397020149291,-0.252682498750685,0.04857323876158278,0.058277313763584374
-0.05347931102910094,-0.051150785607294816,0.11471272638649761,0.049240956904373696,-0.11977592843954123,0.09053907308950289,-0.14976609654499054,0.06056236667136214,0.05865014626649371
-0.049377747008612013,-0.020816310512495197,0.2223858558496997,0.05778378060423698,-0.04085849470480327,0.10633726762704024,0.0880506295425992,0.09399953556044827,0.07063615602676843
-0.04046857991912738,-0.06852026065081404,-0.0033162803962631547,0.04663380416394878,-0.1498134726971006,0.09437490111853229,-0.26681545304044885,0.043887329603613204,0.06906720293400488
0.035276072482939645,-0.020816310512495197,0.21614888733433402,0.061906971492676904,-0.0488403716121576,0.10952186385273935,0.07610792337379041,0.09794056096875016,0.07405576267133321
0.033103501942233125,-0.06683414866161975,0.10630445251629667,0.05805708905332507,-0.14644831529537394,0.09317800345720373,-0.2503194666773222,0.052878361473151475,0.06912033873074565
0.042933167899740755,-0.020764901276877495,0.21514418915950453,0.061906971492676904,-0.04926363976462856,0.10851639365369085,0.08433936093036537,0.09749535357305732,0.06610882973858886
0.03405995684578927,-0.06683414866161975,0.10124433120633253,0.05805708905332507,-0.14644831529537394,0.09317800345720373,-0.25107712296118767,0.052878361473151475,0.062496204312194534
0.03701388271239804,-0.051150785607294816,0.09968153489988123,0.056736607414234065,-0.12709401642665713,0.09368310634521371,-0.14816072075549297,0.06486748938293085,0.06286903681510385
0.03701388271239804,-0.051150785607294816,0.10363338028809387,0.056736607414234065,-0.12709401642665713,0.09368310634521371,-0.14734265126369517,0.06486748938293085,0.06958457904391792
0.043889622803296904,-0.020764901276877495,0.21403591323775298,0.061906971492676904,-0.04926363976462856,0.10851639365369085,0.08439977413829779,0.09749535357305732,0.06620023754885182
0.034971075205445894,-0.06820364625265161,-0.016890154994300438,0.04610103888412544,-0.1591055413782685,0.09532691212974001,-0.2659896905678294,0.04063457886620822,0.0571526537524748
-0.03152825145871861,-0.020996798625879224,-0.06599300205214281,0.06392859756286076,-0.22673963090295868,-0.08842570795384287,-0.16016920781757443,-0.17013120350568164,-0.11950812784518851
-0.03841360948367637,-0.02105545047028583,-0.09978332131409662,0.07001132691472395,-0.22947908505950976,-0.09134205033443053,-0.1591049713461817,-0.1747281743278485,-0.12073199496381604
-0.07055380016815867,-0.02105545047028583,-0.10477192562444616,0.07001132691472395,-0.2400522286820633,-0.09134205033443053,-0.15988504549981608,-0.17750986345255587,-0.12295662218002995
-0.14894338877617283,-0.0038072150354064326,-0.24045605079433902,0.026584005750142255,-0.22912217490729014,0.17228513330991427,-0.0722977897376339,-0.18003157202080244,-0.03430037589926953
-0.14894338877617283,-0.0038072150354064326,-0.2396242467662114,0.026584005750142255,-0.22912217490729014,0.1679465698406099,-0.07208152292546612,-0.18003157202080244,-0.031009883270260562
-0.1400667702232742,-0.02571747261075581,-0.22993647114247334,0.027094517167115216,-0.22252584535762365,0.13996808675327385,-0.1676544631738629,-0.12133853195645587,-0.05258081293475101
-0.13083748831100353,-0.006070113690773865,-0.2268388059096578,0.03383472184012275,-0.223798410882179,0.1862696375755562,-0.03141223876093961,-0.1832441367144039,-0.024182934352138315
-0.10996816567864784,-0.07453347840953038,-0.046662956770228164,-0.06782832708874684,-0.2004541124885139,-0.28379637559664717,-0.10616054779330925,-0.19102084483227524,-0.09555152748517054
-0.021864510722286512,-0.037146294029520965,-0.14503351240537973,-0.12699329309557067,-0.012783972785985661,0.2466296123541502,-0.01306547734092757,-0.10360544403568839,0.02387516002912126
0.04295232572721526,0.130653064867195,-0.11024061686796544,-0.1936892286902135,-0.002261337976301832,-0.07682147934518475,0.241601967465414,0.414139018436296,-0.0316965843129034
0.017597712651958662,0.13093966647348873,-0.11296174418358043,-0.18367971318146178,-0.00994089019636246,-0.07653487773889102,0.24144463794220453,0.41241912538345965,-0.0377551507427099
0.021650848319080897,0.13093966647348873,-0.11285262023904122,-0.1857311829897538,-0.00994089019636246,-0.0762742356555551,0.24112467586379122,0.41241912538345965,-0.039806620551001946
0.017076428485286822,0.13093966647348873,-0.11492570350040643,-0.18490538651105945,-0.009396933052405588,-0.07919349655981178,0.24170528002554043,0.4074510352720675,-0.021883727406259126
0.031473946184966926,0.1477003700192756,-0.03080263295759945,-0.1869568563193515,-0.0035094065604977178,-0.08357890870196903,0.23304128152935966,0.4076017003629539,-0.018605982638851413
0.027025356551239933,0.14758255241129975,-0.03225836923288608,-0.1869568563193515,-0.0025733474037390324,-0.08606915885909729,0.2338420938058257,0.4069746553960267,-0.017505875118075536
0.033887315152827974,0.1480004370638724,-0.032457291826087906,-0.20358569902920912,-0.003321320502521322,-0.08606915885909729,0.23449787949516,0.4021407464641689,-0.006070778349311507
0.03258396550800155,0.14780175621338537,-0.02175855375842517,-0.20358569902920912,-0.002576213717431917,-0.09148388685426169,0.23101485039898534,0.39928285755989235,-0.0008466031555954791
0.029393072460153342,0.14687833158391914,0.00972651933650722,-0.20032443653677517,0.01161683549885843,-0.10278751538174052,0.21741842719915624,0.3830844188079593,-0.003983358991131719
0.010397166279030158,0.15892721532553092,0.0006588342757102308,-0.19433272454124642,0.016677354738529278,-0.10525763289465304,0.19087283985027023,0.38295807210877986,0.011735719776863489
0.011856485418861045,0.1569547737682972,-0.024925185447728444,-0.195582132998258,0.008341648835421291,-0.10304395834192435,0.19549938735951136,0.3846059553829394,0.014687209839764011
0.012157057712503598,0.1569547737682972,-0.0242427318493344,-0.195582132998258,0.004680763788102183,-0.10329509592986177,0.19288760004923108,0.38468599347753885,0.02014795579866475
0.010827871271428905,0.15892721532553092,0.0025550692519956644,-0.19433272454124642,0.009527334810404102,-0.10546916725242154,0.18536851134224816,0.3834740283220715,0.021758706388803433
0.008004454422665539,0.1589843324736181,0.005998337161249521,-0.1943704040280164,-0.006296311764090638,-0.10546916725242154,0.18338688725885177,0.3835244144707843,0.03834811642054577
0.004344541840181725,0.15701189091638437,-0.019987321246034105,-0.19561981248502797,-0.0085156835398883,-0.1047408922206047,0.19096025694282837,0.3835244144707843,0.03264327612015806
-0.11945378964250554,0.08822645405554588,-0.17893276314461498,-0.15894546942925356,0.015838398163543148,0.06835190758073072,-0.2125861913857839,0.16422234992280868,0.02975722481067478
-0.05026410502202591,-0.026907204327771442,-0.07213389857098565,-0.09857228748025854,0.0828284425656166,0.26772920131208033,-0.08717076762911906,-0.08999116123936804,0.0656869208201878
-0.03721844553012638,-0.019331970750213735,0.0940431490183219,-0.07367759974611207,0.05211982307250143,0.319931163528937,0.04137587332958375,-0.05877813920516839,0.07948393646176974
-0.04436061755764043,-0.06738910640982797,0.030163191575932974,0.06745696186224424,0.022775819691198202,-0.28269401198914484,0.01823552378218758,-0.18125931854165617,0.03862259468775648
-0.03663287211640388,-0.06871152641482284,0.02352748501829977,0.0673026093658636,0.0158611523590898,-0.2878261588959759,0.020599459760665285,-0.18822482168883684,-0.017094713648632832
-0.020426901582107984,-0.06748038908825017,0.07649795883064782,0.06743831184212525,0.007237821916886117,-0.2814511419633754,0.028073944188710117,-0.18523039739162933,-0.06372808630005108
-0.07916489183724178,-0.05519701129550986,0.3037996820679433,-0.12319198375648964,-0.06220958419302485,-0.10495625889183863,0.06197679167047364,-0.1550097377002156,0.06007652856688171
-0.10163618031021286,-0.06610522599193883,0.060134286216094346,-0.12853957168775296,-0.09576374761304565,-0.1234381638749522,0.06417228463595963,-0.1637559606897085,0.057023716941759096
-0.10261741249287985,-0.06610522599193883,0.06548958177565967,-0.12853957168775296,-0.09576374761304565,-0.12402257662656824,0.06484000436391954,-0.1627509936822713,0.057023716941759096
-0.10153873687599088,-0.06610522599193883,0.06502790316322779,-0.12853957168775296,-0.09116912674259636,-0.12402257662656824,0.06312771431936427,-0.16287475807879226,0.04332261965900342
-0.12277949163219824,-0.058652717934515666,0.04428472964706776,-0.1575593049290096,-0.09809928670123713,-0.12789482427767357,0.06442604447189319,-0.16894132336805898,0.026311906988735163
-0.121604607576324,-0.05854558363361096,0.006288694764346089,-0.15842348297135567,-0.1019103251803441,-0.13352596075616277,0.06037338413820913,-0.17223113612743476,0.011049561286620317
0.020331780123246494,0.0088207348247268,-0.20645041974141976,0.020344321247391335,-0.15883452532206563,0.18260325569646713,0.11947669460269839,-0.17839839741060307,-0.03469237199898044
0.032645644994846734,0.010223555766320594,0.04491062012264942,0.022483155389708687,-0.1236602581640872,0.24170497045426667,0.10911501628058087,-0.12601590544712662,-0.03690070276346882
0.022065767438673358,0.008284831652652242,-0.20819427734505977,0.020344321247391335,-0.1622311504440646,0.18263991404145824,0.11954198247168443,-0.17923104393192,-0.044250828469961534
0.056665744009225076,0.019269707928037023,-0.07279233868305704,0.026452658231382226,-0.1530902425232225,0.2009997439791477,0.12300305633852342,-0.1675391519314365,-0.037998898814900504
0.004021533193038419,-0.06439411042360696,0.09148074702320966,0.07365439230644293,0.0036507990011718596,-0.2522553568172868,0.05715987019989493,-0.12827477416152697,-0.0578966570850756
-0.00646576206050424,-0.06439411042360696,0.09146514738420826,0.07365439230644293,0.0036507990011718596,-0.25193401311257924,0.04559920423533774,-0.12678398149530506,-0.03764523259890395
-0.013377476677113975,-0.06996274244745714,-0.05426347653929035,0.07588579719990486,0.06107124631673925,-0.2097753019633264,-0.02225989456984007,-0.15380841164276368,-0.02858460582349636
-0.006894326905155289,-0.06996274244745714,-0.05199485446062012,0.07588579719990486,0.06107124631673925,-0.2117745772450649,-0.030005131407961343,-0.15724695779143288,-0.06524393649158622
0.0004938086957014001,-0.06671040675603378,0.09746530363046013,0.06682473635125044,0.004274770129053221,-0.2522553568172868,0.04643284948889446,-0.1359223156093895,-0.05681665350597777
0.020270098814845247,0.005261824183354334,0.014043090489663667,-0.08391009116789463,-0.12728098737414453,0.11693752060194673,-0.26365577397646245,0.051701943473440884,-0.05599731403070936
-0.02800084348474229,0.0008201814892986645,0.009974986597481939,-0.07577818179140842,-0.12220859801114664,0.10588124902001791,-0.2668504353077261,0.04864694092234831,-0.06915000532508758
-0.0815217572655252,0.006909094689510535,-0.06058550430490805,0.13062099041828143,0.09375911181802732,0.0748332164489225,0.11747330471463224,0.2749070242316111,0.022251470086077335
-0.06753255891074476,0.006281562931233917,-0.04576982722110016,0.1265682700471775,0.10508070394343738,0.09632458562189253,0.11530740701767897,0.2765421837555559,0.04888248218418873
-0.07031224713251405,0.011750795566358576,-0.039960302835475206,0.11390544848742866,0.10466118159772497,0.0865219393441123,0.11416686231556736,0.2808176354233502,0.17924286394706812
-0.07826125532021729,0.012074420341409951,-0.1420990132081832,0.11390544848742866,0.0904019672385202,0.08301614385676472,0.10834822615979885,0.2776594435774784,0.18574131463495291
-0.09608236110828591,0.011765368002876942,-0.18909813295667358,-0.14422387666936526,0.08174264603230444,0.08538901412506518,0.10711486625154701,0.15888068305829015,0.0025307429257620633
-0.10208470153647124,0.011765368002876942,-0.18449384185683212,-0.14347376048295765,0.08174264603230444,0.08554173343971803,0.12865607695907427,0.15877542953312243,0.0013710389319223461
-0.012608441345187262,0.012310078328145768,-0.05592538830810531,-0.14509709689062647,0.10273289616448139,0.11871104277834497,0.05774963173461671,0.14736869142729025,0.018411630462754954
-0.008740605997612488,0.009874006960826229,-0.02046885068609939,-0.12503443195184913,0.11329505079179504,0.10764220508796582,-0.10114395094072386,0.06083578634224566,0.05949119005504353
0.0413466498262018,-0.04607704387692901,0.23014459521455782,-0.1264125700393518,0.009970718194968775,-0.1029603699351738,0.022587358805352342,-0.12810542876769285,0.036691815413329026
0.054994746625173646,-0.04073044556866932,0.16550531888350226,-0.12827304157493408,0.06774472375995025,-0.11138476969785771,-0.04310792363827132,-0.10981067774342596,0.055634519316816684
0.04512381198585201,-0.059092174378673056,0.12490928756845439,-0.1367189000920791,0.05811577540516517,-0.1500561140646978,-0.02849281711668235,-0.18405023607509075,0.04703483194567445
0.042587733206016,-0.04607704387692901,0.23014459521455782,-0.1264125700393518,0.009970718194968775,-0.1029603699351738,0.021346275425538137,-0.12810542876769285,0.036691815413329026
0.06032975617778337,-0.04073044556866932,0.16073042791813724,-0.12827304157493408,0.06670425492541406,-0.11366193354099606,-0.044246412081503594,-0.10991290395036726,0.040623100376570714
0.05396176167935064,-0.059092174378673056,0.12297492429431318,-0.1367189000920791,0.05634833226293559,-0.15067421029395395,-0.022431135405418644,-0.18415246228203205,0.03655732939348037
-0.09472896270896025,-0.023773491909435163,0.05071291999159504,0.04033061833830006,-0.24467998578962505,0.22080861347470138,0.057063925387619716,-0.10317889618802407,0.02849817167492129
0.04251458120201179,-0.04990122248569469,0.11511982158406654,0.07541262515453093,0.05934904458984719,0.30537479588528255,-0.034602615591557785,-0.10053291057996165,-0.06669526450996656
0.03158559221104951,-0.0438480517107805,-0.07815294639512461,0.09033993674785666,0.08023313854618667,0.27446204028928856,-0.028817630468231242,-0.1281470099989262,-0.007583854174892622
0.05128623238105895,-0.04990122248569469,0.1123469347395971,0.07684098813837739,0.056541567152090015,0.3036254300137613,-0.018874469253178993,-0.10366016143863259,-0.01346185361144187
0.018896859461063644,-0.042640589306670446,-0.07021056883864484,0.09176829973170313,0.07701757862131128,0.27880060375859295,-0.02221813720107769,-0.1359973367135242,-0.010178736021331552
0.024148909232214452,-0.030271691654838565,0.003017722698104708,0.07123921763683987,0.06806437812214895,0.2701374312225463,-0.07645209292352691,-0.034861149888398196,-0.01359666297156111
0.016466339334524537,-0.027340665744013455,-0.08182202678707594,0.08566179286986922,0.08027123942020144,0.23927955698910772,-0.07642242208436223,-0.0699554525243445,-0.002854425298651895
0.0183059290955633,-0.03517203431004409,0.052948603402378884,0.07104886979165981,0.062384847244420026,0.26650803690330016,-0.07467558371912547,-0.037931675870242834,-0.0012902751019171004
0.01838659045819997,-0.027340665744013455,-0.07151629781952407,0.08566179286986922,0.0846659614876183,0.23927955698910772,-0.07645802095173444,-0.06942562654394052,0.0016752001880756533
0.018542566141167158,-0.03517203431004409,0.10729775471692629,0.0716989296291163,0.05697684967782989,0.2594413268689042,-0.06721873191978102,-0.037988142286901255,0.002032283887614863
0.020242716354075662,-0.027340665744013455,-0.0827685172648219,0.08566179286986922,0.08122920971214084,0.24078513395413115,-0.07437288610322855,-0.07234956421452364,0.006051201666877275
0.021788214629447026,-0.03517203431004409,0.0543102033262682,0.07104886979165981,0.06334281753635944,0.2672519487111249,-0.07424268027296135,-0.040325787560421954,0.009648394857251046
0.009917533290659655,-0.027072541524718607,-0.0862190940810478,0.08370979261811656,0.07950864372948405,0.24002346879693243,-0.07667213693650696,-0.07283246361206934,0.0037776176705463797
0.001356336244535395,-0.03712360609165469,0.05062244380568887,0.0738484061483181,0.05361806889145292,0.34233410242760776,-0.03739255348795623,-0.10129978713093561,-0.00708731268695989
-0.0003537641213423959,-0.04447716587805932,-0.08957189942215053,0.08174836466366735,0.05768603130610057,0.27681242418737695,-0.03808543670962552,-0.13412294604612604,-0.0063436647299257645
-0.0064907721434944955,-0.03712360609165469,0.06718250014539955,0.07720995929167905,0.05387221188619957,0.3220060624770774,-0.03259471279511951,-0.10638486102608126,-0.008779260798019405
0.008605939325030244,-0.04516170044771506,-0.0841454877654607,0.08428367066474136,0.04721183146068526,0.27585519058252983,-0.028564384047931293,-0.14190381336246274,0.0035764303674196934
-0.0011318086180343383,-0.028445747813882746,-0.08112976836524206,0.08341415683396035,0.05825594715129273,0.2379803979782152,-0.08102315761844613,-0.07316778156698853,0.010288877260057049
-0.05178997907901828,-0.024782812696870916,-0.084944082957048,0.08340706419759972,0.04443358178159543,0.2379803979782152,-0.08244699739974704,-0.07442946250329736,0.005856485528821278
