PrecipitationofDriestQuarter,SoilTypeWRB,Method,Longitude,AnnualPrecipitation,MeanTemperatureofDriestQuarter,SoilOrganicCarbon,BulkDensity,AverageAridityIndex,SoilTextureUSDA,MeanDiurnalRange
140.0,0.8443495112000705,1.2615328014700768,1.8,621.0,6.666666507720947,0.010872,1.2932243276300002,0.0648,0.8443495112000705,8.716666221618652
140.0,0.7795683202675748,1.214492273541808,1.8,621.0,6.666666507720947,0.010814,1.3161676528100004,0.0648,1.0769309068580473,8.716666221618652
140.0,0.6460244835958511,1.1452708949731563,1.8,621.0,6.666666507720947,0.010291,1.3834,0.0648,0.7795683202675748,8.716666221618652
140.0,0.6504585513488459,1.1134658234656674,1.8,621.0,6.666666507720947,0.010291,1.4413900000000002,0.0648,0.7517249457908876,8.716666221618652
140.0,0.6127623277329889,1.0703917851024194,1.8,621.0,6.666666507720947,0.0057,1.3820700000000006,0.0648,1.3603716098546845,8.716666221618652
140.0,0.6545968282276294,1.0606983760490698,1.8,621.0,6.666666507720947,0.0057,1.4211100000000005,0.0648,1.29540478433194,8.716666221618652
36.0,1.0769309068580473,1.0769309068580473,-102.0,470.0,3.116666555404663,0.01,1.18,0.0216,0.6611619402193633,16.29999923706055
36.0,1.429780762637125,1.429780762637125,-102.0,470.0,3.116666555404663,0.013,1.25,0.0216,1.0349848329516433,16.29999923706055
36.0,1.4279883371952653,1.4279883371952653,-102.0,470.0,3.116666555404663,0.0225,1.17,0.0216,1.1323394962916185,16.29999923706055
36.0,1.4051996095283148,1.4051996095283148,-102.0,470.0,3.116666555404663,0.01,1.18,0.0216,1.173238282338788,16.29999923706055
36.0,1.4028066533645167,1.4028066533645167,-102.0,470.0,3.116666555404663,0.013,1.25,0.0216,1.2099043734005437,16.29999923706055
36.0,1.358882830274302,1.358882830274302,-102.0,470.0,3.116666555404663,0.0225,1.17,0.0216,1.1998128507466412,16.29999923706055
36.0,1.3319905077672618,1.3319905077672618,-102.0,470.0,3.116666555404663,0.01,1.18,0.0216,1.196165815993939,16.29999923706055
36.0,1.3796953140026966,1.3796953140026966,-102.0,470.0,3.116666555404663,0.013,1.25,0.0216,1.2536617206224723,16.29999923706055
36.0,1.3526956190402741,1.3526956190402741,-102.0,470.0,3.116666555404663,0.0225,1.17,0.0216,1.2419653544943148,16.29999923706055
197.0,1.0769309068580473,1.0464094178790357,-75.0,990.0,-6.849999904632568,0.0216,1.3409723716400002,0.104,1.2339163274140046,10.32499980926514
197.0,0.8506981377444726,1.02420183633966,-75.0,990.0,-6.849999904632568,0.0216,1.35999486552,0.104,1.1661995542158816,10.32499980926514
81.0,0.6732093658227327,0.9769977142155583,-89.5,811.0,-7.583333492279053,0.0052326,1.37,0.07880000000000001,1.0769309068580473,11.94166660308838
81.0,0.789331159199566,1.012298085263114,-89.5,811.0,-7.583333492279053,0.0046512,1.57,0.07880000000000001,1.3976182065361398,11.94166660308838
247.0,1.0769309068580473,1.0224980333726448,-76.0,1146.0,0.5499999523162842,0.11,1.13,0.0922,0.6862361985634507,10.58333301544189
247.0,0.7674122276194554,0.9979500122860456,-76.0,1146.0,0.5499999523162842,0.015,1.5,0.0922,0.6481790901996862,10.58333301544189
247.0,0.7281652377225972,0.9834383975211637,-76.0,1146.0,0.5499999523162842,0.03,1.58,0.0922,1.0769309068580473,10.58333301544189
247.0,0.7262446062087877,0.9729201700870115,-76.0,1146.0,0.5499999523162842,0.014,1.69,0.0922,0.6483922570181425,10.58333301544189
247.0,0.6680538763086252,0.9522421234185869,-76.0,1146.0,0.5499999523162842,0.11,1.13,0.0922,0.6217545944793716,10.58333301544189
247.0,0.6502852110825678,0.9377680405124275,-76.0,1146.0,0.5499999523162842,0.015,1.5,0.0922,0.6150531823096949,10.58333301544189
247.0,0.6512644292428725,0.9277456011442945,-76.0,1146.0,0.5499999523162842,0.03,1.58,0.0922,0.8987068092627031,10.58333301544189
247.0,0.6342826636925671,0.9135271426510576,-76.0,1146.0,0.5499999523162842,0.014,1.69,0.0922,0.6192618378991955,10.58333301544189
208.0,0.5773567730509716,0.8871412261599626,-78.0,1038.0,-3.150000095367432,0.071,0.88,0.09860000000000001,0.5740516388100146,11.19999980926514
208.0,0.5943927596772676,0.8826436588423487,-78.0,1038.0,-3.150000095367432,0.014,1.56,0.09860000000000001,0.5885237221853411,11.19999980926514
208.0,0.6119806337609501,0.8796816499597058,-78.0,1038.0,-3.150000095367432,0.02,1.47,0.09860000000000001,0.6038572339093744,11.19999980926514
208.0,0.6419502789920588,0.8824675507649952,-78.0,1038.0,-3.150000095367432,0.012,1.59,0.09860000000000001,0.7709413077886121,11.19999980926514
208.0,0.6656886684274989,0.8844699563793419,-78.0,1038.0,-3.150000095367432,0.071,0.88,0.09860000000000001,0.6301257440968661,11.19999980926514
208.0,0.6534605546435327,0.8733278169242742,-78.0,1038.0,-3.150000095367432,0.014,1.56,0.09860000000000001,0.6210836995205397,11.19999980926514
208.0,0.6348453799373541,0.8594640701777903,-78.0,1038.0,-3.150000095367432,0.02,1.47,0.09860000000000001,0.6056555266786844,11.19999980926514
208.0,0.6124533852876017,0.8437102700524801,-78.0,1038.0,-3.150000095367432,0.012,1.59,0.09860000000000001,0.8158433162546541,11.19999980926514
247.0,0.5896524664259131,0.8274241514889646,-76.0,1146.0,0.5499999523162842,0.11,1.64,0.0922,0.6976422059315024,10.58333301544189
247.0,0.6077710658284459,0.8296898721090298,-76.0,1146.0,0.5499999523162842,0.013,1.6,0.0922,0.7339997142215022,10.58333301544189
247.0,0.605908103549017,0.8232569948692865,-76.0,1146.0,0.5499999523162842,0.021,1.55,0.0922,0.5862977583764861,10.58333301544189
247.0,0.6182371799197488,0.8239699859935393,-76.0,1146.0,0.5499999523162842,0.005,1.78,0.0922,1.3206023183726208,10.58333301544189
247.0,0.6312942269510332,0.8256001093645673,-76.0,1146.0,0.5499999523162842,0.11,1.64,0.0922,0.7109104382640447,10.58333301544189
247.0,0.6372496244743043,0.8241283154831357,-76.0,1146.0,0.5499999523162842,0.013,1.6,0.0922,0.7173357550389138,10.58333301544189
247.0,0.6311162792124374,0.8166750056642318,-76.0,1146.0,0.5499999523162842,0.021,1.55,0.0922,0.6010861957424398,10.58333301544189
247.0,0.605979407003584,0.7991451465650256,-76.0,1146.0,0.5499999523162842,0.005,1.78,0.0922,1.2849217224729625,10.58333301544189
78.0,1.0769309068580473,0.7992679831132652,-0.06667,410.0,8.566666603088379,0.011,1.22,0.0257,0.6927631915291862,11.25
78.0,1.260251282031553,0.812976571923729,-0.06667,410.0,8.566666603088379,0.011,1.14,0.0257,0.7678440380967735,11.25
78.0,1.2924539242389947,0.8243074601889404,-0.06667,410.0,8.566666603088379,0.011,1.3,0.0257,0.8213908717837829,11.25
80.0,1.3407642549822567,1.0769309068580473,-117.0,565.0,17.45000076293945,0.0371,0.75,0.046,0.5709148878717827,12.81666660308838
80.0,1.3536104109794906,1.2795014389049386,-117.0,565.0,17.45000076293945,0.0147,1.1,0.046,0.6164727420257851,12.81666660308838
80.0,1.2558735391977163,0.9132569424693581,-117.0,565.0,17.45000076293945,0.0182,1.1,0.046,0.5957248947673286,12.81666660308838
80.0,1.217387001960137,0.873829845629315,-117.0,565.0,17.45000076293945,0.0319,0.9,0.046,0.6029896066010493,12.81666660308838
80.0,1.2409195547607728,1.00843242473726,-117.0,565.0,17.45000076293945,0.0143,1.25,0.046,0.6440266994083532,12.81666660308838
80.0,1.1595491137938594,0.8437541773238951,-117.0,565.0,17.45000076293945,0.0134,1.25,0.046,0.6180407094437165,12.81666660308838
80.0,1.126170357583817,0.8125734397680785,-117.0,565.0,17.45000076293945,0.0371,0.75,0.046,0.6183386416432949,12.81666660308838
80.0,1.1588034305314177,0.9211183345086973,-117.0,565.0,17.45000076293945,0.0147,1.1,0.046,0.6592076399529001,12.81666660308838
80.0,1.130881108514706,0.891683145588909,-117.0,565.0,17.45000076293945,0.0182,1.1,0.046,0.65909630640763,12.81666660308838
80.0,1.105918289021043,0.8681735848435297,-117.0,565.0,17.45000076293945,0.0319,0.9,0.046,0.6590067075407544,12.81666660308838
80.0,1.1228085020007914,0.9204962179137554,-117.0,565.0,17.45000076293945,0.0143,1.25,0.046,0.6860658744743838,12.81666660308838
80.0,1.1169158071614231,0.927043358952114,-117.0,565.0,17.45000076293945,0.0371,0.75,0.046,0.6964990756710397,12.81666660308838
80.0,1.1464792079955652,0.9916793025336855,-117.0,565.0,17.45000076293945,0.0147,1.1,0.046,0.7310413837304433,12.81666660308838
80.0,1.1445478471821269,0.9995634887303141,-117.0,565.0,17.45000076293945,0.0319,0.9,0.046,0.7426356501540694,12.81666660308838
80.0,1.1691218070332408,1.048547448388884,-117.0,565.0,17.45000076293945,0.0147,1.1,0.046,0.7726867784405782,12.81666660308838
80.0,1.167283144036824,1.053210434872255,-117.0,565.0,17.45000076293945,0.0182,1.1,0.046,0.782994674137115,12.81666660308838
80.0,1.1620197367055751,1.0518706771400257,-117.0,565.0,17.45000076293945,0.0182,1.1,0.046,0.7900643849738931,12.81666660308838
80.0,1.1650277204448098,1.0625020449469638,-117.0,565.0,17.45000076293945,0.0319,0.9,0.046,0.8026524658819771,12.81666660308838
80.0,1.1885859513447516,1.102615526036238,-117.0,565.0,17.45000076293945,0.0134,1.25,0.046,0.8302742420917392,12.81666660308838
92.0,0.5938385564488561,0.8270183741139433,1.0,492.0,7.533333301544189,0.013954,1.4183913936399994,0.0355,0.8319600327514243,11.48333358764648
92.0,0.5583577482348955,0.8195163131035247,1.0,492.0,7.533333301544189,0.013954,1.4101613936399997,0.0355,0.8222152966191573,11.48333358764648
92.0,0.5083858914048953,0.80949635527963,1.0,492.0,7.533333301544189,0.013954,1.41979139364,0.0355,0.8093723758058007,11.48333358764648
25.0,0.8340677376468882,0.7885747405318726,-8.0,564.0,22.88333320617676,0.0085,1.66,0.0332,1.343977785581689,11.72500038146973
25.0,0.7760347494762051,0.7773885165174858,-8.0,564.0,22.88333320617676,0.0083,1.83,0.0332,1.2479889459584312,11.72500038146973
25.0,0.7113651870198546,0.7629924328782732,-8.0,564.0,22.88333320617676,0.0114,1.62,0.0332,1.0769309068580473,11.72500038146973
25.0,1.3206023183726208,0.7463935320327646,-8.0,564.0,22.88333320617676,0.0074,1.7,0.0332,1.1588468783899717,11.72500038146973
93.0,0.3772503075701199,0.7384222643784247,17.6,560.0,-0.2166667282581329,0.017,1.28,0.0777,1.0769309068580473,8.008333206176758
216.0,1.0769309068580473,1.43113244572468,175.3,1076.0,15.31666660308838,0.04,1.44,0.0952,1.1015905893899551,8.791666984558105
9.0,0.34886412675966844,1.2364408072030288,110.3,423.0,-7.183333396911621,0.0034,1.53581,0.0285,1.0854146969911023,13.64166641235352
9.0,0.4938227634454623,1.290859289811627,110.3,423.0,-7.183333396911621,0.0034,1.53281,0.0285,1.1103040218884501,13.64166641235352
9.0,0.5987929246841287,1.3154751106085991,110.3,423.0,-7.183333396911621,0.0034,1.54221,0.0285,1.128540143705395,13.64166641235352
9.0,0.6502808322695076,1.286646094884216,110.3,423.0,-7.183333396911621,0.003,1.5417,0.0285,1.1277576098544753,13.64166641235352
9.0,0.7302871735284687,1.3171091562884492,110.3,423.0,-7.183333396911621,0.003,1.4456900000000001,0.0285,1.1478872586676556,13.64166641235352
9.0,0.8017392309664593,1.347176123676883,110.3,423.0,-7.183333396911621,0.003,1.45516,0.0285,1.1688312874351172,13.64166641235352
9.0,0.8515748372817872,1.357418722615767,110.3,423.0,-7.183333396911621,0.003,1.4309600000000002,0.0285,1.1815935976910539,13.64166641235352
9.0,0.8818786055529061,1.3500013472031929,110.3,423.0,-7.183333396911621,0.0024,1.4036600000000004,0.0285,1.185690727925245,13.64166641235352
9.0,0.9254987684118914,1.3655163223060673,110.3,423.0,-7.183333396911621,0.0024,1.3970600000000002,0.0285,1.2002944912799303,13.64166641235352
9.0,0.9621463104309214,1.3767734852607059,110.3,423.0,-7.183333396911621,0.0024,1.3276300000000003,0.0285,1.2127570892573878,13.64166641235352
9.0,0.9809057234615056,1.3699365457385733,110.3,423.0,-7.183333396911621,0.0024,1.3131300000000004,0.0285,1.2153839832071365,13.64166641235352
9.0,0.9948943439918077,1.3607875022231317,110.3,423.0,-7.183333396911621,0.0027,1.2758899999999997,0.0285,1.216025350236759,13.64166641235352
9.0,1.0238822821489393,1.3723423563952677,110.3,423.0,-7.183333396911621,0.0027,1.2604408557499998,0.0285,1.2277982009060644,13.64166641235352
9.0,1.0582708162344132,1.3923018038931,110.3,423.0,-7.183333396911621,0.0027,1.2764808557500003,0.0285,1.2444828479044214,13.64166641235352
9.0,1.0782617566183863,1.3970672905822528,110.3,423.0,-7.183333396911621,0.0027,1.2892808557500004,0.0285,1.252269438450869,13.64166641235352
2.0,1.4311324457246795,0.7285998920541885,52.5,200.0,28.63333320617676,0.0136,1.52,0.008700000000000001,1.2438247438632222,15.10833358764648
150.0,1.0742718543281788,0.7286542425240062,172.5,701.0,16.5,0.022,1.37,0.05810000000000001,0.7828406687958115,10.5
150.0,1.0718099482888432,0.733552442064675,172.5,701.0,16.5,0.029,1.25,0.05810000000000001,0.7884313199059937,10.5
69.0,1.0769309068580473,0.7491455751974191,-93.0,764.0,-8.583333015441895,0.031,1.1862699999999997,0.0714,0.808912927118164,11.375
69.0,0.8443495112000706,0.7468934856948727,-93.0,764.0,-8.583333015441895,0.031,1.19187,0.0714,0.8044323632187077,11.375
69.0,0.6923102708455527,0.7411086196374799,-93.0,764.0,-8.583333015441895,0.031,1.1857700000000002,0.0714,0.7951834615946591,11.375
142.0,1.096698718361363,0.7393432675696142,172.5,637.0,14.80000019073486,0.0255,1.01,0.0532,0.791590156763513,10.38333320617676
142.0,1.0947131308178828,0.7441513263540634,172.5,637.0,14.80000019073486,0.0255,1.25,0.0532,0.7970256646999141,10.38333320617676
142.0,1.0770288920869353,0.7424708893918971,172.5,637.0,14.80000019073486,0.0255,1.24,0.0532,0.7936485242647754,10.38333320617676
142.0,1.0612633315697129,0.7410904025544732,172.5,637.0,14.80000019073486,0.0255,1.24,0.0532,0.7907446514863499,10.38333320617676
142.0,1.0453166842738262,0.7392048324758227,172.5,637.0,14.80000019073486,0.0255,1.32,0.0532,0.7872249026023206,10.38333320617676
142.0,1.0301091992173237,0.7372209322575791,172.5,637.0,14.80000019073486,0.0255,1.34,0.0532,0.7836381323088486,10.38333320617676
22.0,0.645110394662582,1.2840434120455857,-6.0,535.0,26.08333396911621,0.0054,1.53,0.0304,0.8327034860113077,11.51666641235352
22.0,0.6717400854402664,1.2308199427465012,-6.0,535.0,26.08333396911621,0.0054,1.26,0.0304,0.8469513767450658,11.51666641235352
22.0,0.7385572265476578,1.3046828192972735,-6.0,535.0,26.08333396911621,0.0054,1.65,0.0304,0.9060260785526424,11.51666641235352
22.0,0.7142584393035476,1.1682676494893622,-6.0,535.0,26.08333396911621,0.0054,1.39,0.0304,0.8689427820252592,11.51666641235352
210.0,0.7468748837498042,0.7312673615650173,-81.0,1008.0,-4.300000190734863,0.037,1.2,0.1065,1.2278224774707345,9.291666984558105
210.0,0.7625836859766558,0.7355297324545618,-81.0,1008.0,-4.300000190734863,0.037,1.2,0.1065,1.2218167455423223,9.291666984558105
210.0,0.7580766785310188,0.7347046734694208,-81.0,1008.0,-4.300000190734863,0.019,1.4,0.1065,0.8939299828292998,9.291666984558105
210.0,0.7549817534963956,0.7341695832523254,-81.0,1008.0,-4.300000190734863,0.019,1.4,0.1065,0.8822975237121973,9.291666984558105
210.0,0.7493003558424906,0.7328203068072852,-81.0,1008.0,-4.300000190734863,0.031,1.1,0.1065,0.8685961281039857,9.291666984558105
94.0,0.754278647102642,1.0769309068580473,146.0,506.0,19.81666564941406,0.0115,1.23,0.0295,0.46349189661667956,12.60000038146973
94.0,0.7492278062618449,0.8575201073111822,146.0,506.0,19.81666564941406,0.0115,1.33,0.0295,0.5216977003325588,12.60000038146973
5.0,1.0769309068580473,0.7345230427094276,-1.0,852.0,26.93333435058594,0.0077,1.4965708557500006,0.0357,1.2057912690413584,12.55833339691162
5.0,1.362212685351273,0.7466959949912285,-1.0,852.0,26.93333435058594,0.0077,1.4886567481700002,0.0357,1.2184113603214481,12.55833339691162
5.0,1.490701710322277,0.7598668340079793,-1.0,852.0,26.93333435058594,0.0077,1.4962076039200003,0.0357,1.2331132603198602,12.55833339691162
5.0,1.5635458894898195,0.7731423092415438,-1.0,852.0,26.93333435058594,0.0077,1.4985976039200002,0.0357,1.2479501567164168,12.55833339691162
13.0,1.0769309068580473,0.7855296431159233,78.6,717.0,23.25,0.00684,1.56,0.0328,0.5430036851354305,12.32499980926514
13.0,1.0511626304253867,0.7885659052789208,78.6,717.0,23.25,0.00625,1.62,0.0328,0.6394818189068896,12.32499980926514
13.0,1.0449998714276145,0.7916172608808352,78.6,717.0,23.25,0.00889,1.41,0.0328,0.7050139079944198,12.32499980926514
13.0,1.1068148631157197,0.7977980334400846,78.6,717.0,23.25,0.01782,1.37,0.0328,0.7889061837352218,12.32499980926514
328.0,1.00665304439244,0.8073856435822508,135.3,1676.0,5.900000095367432,0.0242,1.05,0.1425,0.8680817404967137,8.741666793823242
328.0,1.0205103326140983,0.8149620693133544,135.3,1676.0,5.900000095367432,0.0117,1.1,0.1425,0.8964891024350703,8.741666793823242
328.0,1.0398334509860592,0.8247702603991103,135.3,1676.0,5.900000095367432,0.0064,1.15,0.1425,0.9318396271056308,8.741666793823242
328.0,1.0277218847395027,0.822598278098529,135.3,1676.0,5.900000095367432,0.0242,1.05,0.1425,0.91858108791218,8.741666793823242
328.0,1.0124780679332974,0.8189568110663196,135.3,1676.0,5.900000095367432,0.0117,1.1,0.1425,0.9007920020607163,8.741666793823242
328.0,1.0075714039402601,0.8192072480446031,135.3,1676.0,5.900000095367432,0.0064,1.15,0.1425,0.8982900364822278,8.741666793823242
21.0,1.2022483035121185,0.8257997739007766,-6.2,542.0,24.41666603088379,0.006,1.3062299999999993,0.0321,1.0769309068580473,10.25833320617676
146.0,0.7432983826486034,0.8265422817420283,1.4,670.0,20.60000038146973,0.01,1.09,0.05520000000000001,1.2411850475821133,9.75
146.0,0.7764016228526057,0.834812694030991,1.4,670.0,20.60000038146973,0.01,1.43,0.05520000000000001,1.2686595759293255,9.75
146.0,0.7942022862273418,0.8392567179492849,1.4,670.0,20.60000038146973,0.008,1.07,0.05520000000000001,0.774845563504271,9.75
146.0,0.8242888444915335,0.8475967466602765,1.4,670.0,20.60000038146973,0.008,1.42,0.05520000000000001,0.7905378992751437,9.75
146.0,0.8389813017196955,0.8517696595658658,1.4,670.0,20.60000038146973,0.013,1.28,0.05520000000000001,0.9183324159584529,9.75
146.0,0.8546115960803969,0.8564557252958037,1.4,670.0,20.60000038146973,0.013,1.4,0.05520000000000001,0.9327142398900523,9.75
146.0,0.8688601680218552,0.8609358624434705,1.4,670.0,20.60000038146973,0.013,1.23,0.05520000000000001,1.2663949062882802,9.75
146.0,0.8829401479061786,0.8655650674642249,1.4,670.0,20.60000038146973,0.013,1.41,0.05520000000000001,1.2691766661559665,9.75
146.0,0.8968631316264344,0.8703373412734013,1.4,670.0,20.60000038146973,0.012,1.21,0.05520000000000001,0.7987812279344942,9.75
146.0,0.9141449795799159,0.8764274103837886,1.4,670.0,20.60000038146973,0.012,1.4,0.05520000000000001,0.8109336440464366,9.75
146.0,0.9251696867692213,0.8805946590063392,1.4,670.0,20.60000038146973,0.013,1.23,0.05520000000000001,1.2608818460513307,9.75
146.0,0.9407294319694365,0.8864863201040432,1.4,670.0,20.60000038146973,0.013,1.4,0.05520000000000001,1.2662377158648026,9.75
146.0,0.9497602234188951,0.8902422765797452,1.4,670.0,20.60000038146973,0.01,1.35,0.05520000000000001,1.2731299302091927,9.75
146.0,0.9611771207440669,0.894967209402005,1.4,670.0,20.60000038146973,0.01,1.39,0.05520000000000001,1.2793208985992588,9.75
146.0,0.9654866340938194,0.8971999416217397,1.4,670.0,20.60000038146973,0.008,1.34,0.05520000000000001,0.8194702758316128,9.75
146.0,0.9734007356820539,0.9008243325295591,1.4,670.0,20.60000038146973,0.008,1.38,0.05520000000000001,0.8274468779404436,9.75
146.0,0.9771773039664595,0.9029542290488802,1.4,670.0,20.60000038146973,0.013,1.42,0.05520000000000001,0.9456532959802039,9.75
146.0,0.9814858047442534,0.9053209423206456,1.4,670.0,20.60000038146973,0.013,1.4,0.05520000000000001,0.953088029547197,9.75
146.0,0.9861462967150422,0.9078621154533254,1.4,670.0,20.60000038146973,0.013,1.21,0.05520000000000001,1.2702395885660474,9.75
146.0,0.9899718482546719,0.9101101052446753,1.4,670.0,20.60000038146973,0.013,1.41,0.05520000000000001,1.2635954454745513,9.75
146.0,0.9934581321748148,0.9122500890565679,1.4,670.0,20.60000038146973,0.012,1.24,0.05520000000000001,0.8325678536148889,9.75
146.0,0.9970315927994571,0.914450214249542,1.4,670.0,20.60000038146973,0.012,1.43,0.05520000000000001,0.838020328304191,9.75
146.0,0.9995731527887479,0.9162474497275356,1.4,670.0,20.60000038146973,0.013,1.24,0.05520000000000001,1.2662277210719315,9.75
146.0,1.0042269919213376,0.9189443795694366,1.4,670.0,20.60000038146973,0.013,1.37,0.05520000000000001,1.265058839875554,9.75
146.0,1.0079164320724796,0.9212662887694961,1.4,670.0,20.60000038146973,0.01,0.97,0.05520000000000001,1.257267703120152,9.75
146.0,1.0132580807668197,0.9243223495530545,1.4,670.0,20.60000038146973,0.01,1.5,0.05520000000000001,1.2578871788689017,9.75
146.0,1.0165604448586851,0.9265315142122462,1.4,670.0,20.60000038146973,0.008,1.05,0.05520000000000001,0.8426190453709019,9.75
146.0,1.0285954894983373,0.93259889530939,1.4,670.0,20.60000038146973,0.008,1.5,0.05520000000000001,0.8555326302251649,9.75
146.0,1.032135821316368,0.9349928598284203,1.4,670.0,20.60000038146973,0.013,1.13,0.05520000000000001,0.9608169412013414,9.75
146.0,1.0377561106139694,0.9383404724916476,1.4,670.0,20.60000038146973,0.013,1.5,0.05520000000000001,0.9731234149642715,9.75
146.0,1.040847150622324,0.9405785548326012,1.4,670.0,20.60000038146973,0.013,1.31,0.05520000000000001,1.2541009458446732,9.75
146.0,1.047892164130051,0.944643090988557,1.4,670.0,20.60000038146973,0.013,1.34,0.05520000000000001,1.2620201252857013,9.75
146.0,1.050620080116332,0.9467588956858565,1.4,670.0,20.60000038146973,0.012,1.33,0.05520000000000001,0.8612932772221126,9.75
146.0,1.0606647660844406,0.9523032258875996,1.4,670.0,20.60000038146973,0.012,1.37,0.05520000000000001,0.8733865137788811,9.75
146.0,1.0659360178034396,0.9556698449111671,1.4,670.0,20.60000038146973,0.013,1.23,0.05520000000000001,1.2630650608112828,9.75
146.0,1.0710948275467684,0.9590136831994627,1.4,670.0,20.60000038146973,0.013,1.4,0.05520000000000001,1.2655590313193887,9.75
13.0,1.0184541294804712,1.37566816509023,45.0,354.0,21.13333320617676,0.0085,1.22,0.0228,0.9844069393151207,12.36666679382324
13.0,1.0544789118593252,1.4244533107106219,45.0,354.0,21.13333320617676,0.0085,1.21,0.0228,1.4400616520427691,12.36666679382324
13.0,1.0966739170430706,1.4831883487168613,45.0,354.0,21.13333320617676,0.0085,1.17,0.0228,1.74451851624249,12.36666679382324
13.0,1.1373966321952171,1.5378097786832212,45.0,354.0,21.13333320617676,0.0103,1.19,0.0228,1.9325867745893484,12.36666679382324
13.0,1.1713758391124867,1.5794947843442115,45.0,354.0,21.13333320617676,0.0103,1.22,0.0228,2.026583130305458,12.36666679382324
13.0,1.202266981566617,1.615262196652029,45.0,354.0,21.13333320617676,0.0103,1.25,0.0228,2.0853444945092248,12.36666679382324
13.0,1.2313321075519579,1.6475717997039854,45.0,354.0,21.13333320617676,0.0072,1.26,0.0228,2.1275517168144384,12.36666679382324
13.0,1.2534298735228353,1.6681088860345894,45.0,354.0,21.13333320617676,0.0072,1.28,0.0228,2.13354997542391,12.36666679382324
13.0,1.2800131511740087,1.6960713010027328,45.0,354.0,21.13333320617676,0.0072,1.32,0.0228,2.1625043868989655,12.36666679382324
13.0,1.3062160467262953,1.7233238777893103,45.0,354.0,21.13333320617676,0.0106,1.24,0.0228,2.18947157454696,12.36666679382324
13.0,1.3133069469862355,1.720188484027043,45.0,354.0,21.13333320617676,0.0106,1.26,0.0228,2.1430487315583435,12.36666679382324
13.0,1.328592945953762,1.7305738311748071,45.0,354.0,21.13333320617676,0.0106,1.2,0.0228,2.1344872059353914,12.36666679382324
8.0,1.3434293503913606,1.740579203038797,110.4,419.0,-7.566666603088379,0.0042,1.2837496577000007,0.0284,0.8882906689055334,13.53333377838135
8.0,1.3451081533389326,1.7307389371570343,110.4,419.0,-7.566666603088379,0.0042,1.2775496577000007,0.0284,0.948001782896295,13.53333377838135
102.0,1.2364408072030288,0.9616952835969743,16.6,584.0,2.083333253860474,0.024,1.25,0.05690000000000001,0.8810898083414982,9.199999809265137
102.0,1.2167805835030634,0.9630956360184523,16.6,584.0,2.083333253860474,0.024,1.21,0.05690000000000001,0.8850444218855245,9.199999809265137
102.0,1.1820744804708272,0.9634534968790129,16.6,584.0,2.083333253860474,0.024,1.4,0.05690000000000001,0.8869156270889202,9.199999809265137
