Method,BulkDensity,Longitude,AnnualPrecipitation,MeanTemperatureofDriestQuarter,SoilOrganicCarbon,MeanDiurnalRange,PrecipitationofDriestQuarter,AverageAridityIndex,SoilTextureUSDA,MeanTemperatureofWarmestQuarter,PrecipitationofColdestQuarter,SoilTypeWRB
1.3796953140026966,1.25,-102.0,470.0,3.116666555404663,0.013,16.29999923706055,36.0,0.0216,1.2536617206224723,24.39999961853027,36.0,1.3796953140026966
1.3526956190402741,1.17,-102.0,470.0,3.116666555404663,0.0225,16.29999923706055,36.0,0.0216,1.2419653544943148,24.39999961853027,36.0,1.3526956190402741
1.0464094178790357,1.3409723716400002,-75.0,990.0,-6.849999904632568,0.0216,10.32499980926514,197.0,0.104,1.2339163274140046,19.29999923706055,213.0,1.0769309068580473
1.02420183633966,1.35999486552,-75.0,990.0,-6.849999904632568,0.0216,10.32499980926514,197.0,0.104,1.1661995542158816,19.29999923706055,213.0,0.8506981377444726
0.9769977142155583,1.37,-89.5,811.0,-7.583333492279053,0.0052326,11.94166660308838,81.0,0.07880000000000001,1.0769309068580473,20.16666603088379,81.0,0.6732093658227327
1.012298085263114,1.57,-89.5,811.0,-7.583333492279053,0.0046512,11.94166660308838,81.0,0.07880000000000001,1.3976182065361398,20.16666603088379,81.0,0.789331159199566
1.0224980333726448,1.13,-76.0,1146.0,0.5499999523162842,0.11,10.58333301544189,247.0,0.0922,0.6862361985634507,22.04999923706055,249.0,1.0769309068580473
0.9979500122860456,1.5,-76.0,1146.0,0.5499999523162842,0.015,10.58333301544189,247.0,0.0922,0.6481790901996862,22.04999923706055,249.0,0.7674122276194554
0.9834383975211637,1.58,-76.0,1146.0,0.5499999523162842,0.03,10.58333301544189,247.0,0.0922,1.0769309068580473,22.04999923706055,249.0,0.7281652377225972
0.9729201700870115,1.69,-76.0,1146.0,0.5499999523162842,0.014,10.58333301544189,247.0,0.0922,0.6483922570181425,22.04999923706055,249.0,0.7262446062087877
0.9522421234185869,1.13,-76.0,1146.0,0.5499999523162842,0.11,10.58333301544189,247.0,0.0922,0.6217545944793716,22.04999923706055,249.0,0.6680538763086252
0.9377680405124275,1.5,-76.0,1146.0,0.5499999523162842,0.015,10.58333301544189,247.0,0.0922,0.6150531823096949,22.04999923706055,249.0,0.6502852110825678
0.9277456011442945,1.58,-76.0,1146.0,0.5499999523162842,0.03,10.58333301544189,247.0,0.0922,0.8987068092627031,22.04999923706055,249.0,0.6512644292428725
0.9135271426510576,1.69,-76.0,1146.0,0.5499999523162842,0.014,10.58333301544189,247.0,0.0922,0.6192618378991955,22.04999923706055,249.0,0.6342826636925671
0.8871412261599626,0.88,-78.0,1038.0,-3.150000095367432,0.071,11.19999980926514,208.0,0.09860000000000001,0.5740516388100146,19.26666641235352,208.0,0.5773567730509716
0.8826436588423487,1.56,-78.0,1038.0,-3.150000095367432,0.014,11.19999980926514,208.0,0.09860000000000001,0.5885237221853411,19.26666641235352,208.0,0.5943927596772676
0.8796816499597058,1.47,-78.0,1038.0,-3.150000095367432,0.02,11.19999980926514,208.0,0.09860000000000001,0.6038572339093744,19.26666641235352,208.0,0.6119806337609501
0.8824675507649952,1.59,-78.0,1038.0,-3.150000095367432,0.012,11.19999980926514,208.0,0.09860000000000001,0.7709413077886121,19.26666641235352,208.0,0.6419502789920588
0.8844699563793419,0.88,-78.0,1038.0,-3.150000095367432,0.071,11.19999980926514,208.0,0.09860000000000001,0.6301257440968661,19.26666641235352,208.0,0.6656886684274989
0.8733278169242742,1.56,-78.0,1038.0,-3.150000095367432,0.014,11.19999980926514,208.0,0.09860000000000001,0.6210836995205397,19.26666641235352,208.0,0.6534605546435327
0.8594640701777903,1.47,-78.0,1038.0,-3.150000095367432,0.02,11.19999980926514,208.0,0.09860000000000001,0.6056555266786844,19.26666641235352,208.0,0.6348453799373541
0.8437102700524801,1.59,-78.0,1038.0,-3.150000095367432,0.012,11.19999980926514,208.0,0.09860000000000001,0.8158433162546541,19.26666641235352,208.0,0.6124533852876017
0.8274241514889646,1.64,-76.0,1146.0,0.5499999523162842,0.11,10.58333301544189,247.0,0.0922,0.6976422059315024,22.04999923706055,249.0,0.5896524664259131
0.8296898721090298,1.6,-76.0,1146.0,0.5499999523162842,0.013,10.58333301544189,247.0,0.0922,0.7339997142215022,22.04999923706055,249.0,0.6077710658284459
0.8232569948692865,1.55,-76.0,1146.0,0.5499999523162842,0.021,10.58333301544189,247.0,0.0922,0.5862977583764861,22.04999923706055,249.0,0.605908103549017
0.8239699859935393,1.78,-76.0,1146.0,0.5499999523162842,0.005,10.58333301544189,247.0,0.0922,1.3206023183726208,22.04999923706055,249.0,0.6182371799197488
0.8256001093645673,1.64,-76.0,1146.0,0.5499999523162842,0.11,10.58333301544189,247.0,0.0922,0.7109104382640447,22.04999923706055,249.0,0.6312942269510332
0.8241283154831357,1.6,-76.0,1146.0,0.5499999523162842,0.013,10.58333301544189,247.0,0.0922,0.7173357550389138,22.04999923706055,249.0,0.6372496244743043
0.8166750056642318,1.55,-76.0,1146.0,0.5499999523162842,0.021,10.58333301544189,247.0,0.0922,0.6010861957424398,22.04999923706055,249.0,0.6311162792124374
0.7991451465650256,1.78,-76.0,1146.0,0.5499999523162842,0.005,10.58333301544189,247.0,0.0922,1.2849217224729625,22.04999923706055,249.0,0.605979407003584
0.7992679831132652,1.22,-0.06667,410.0,8.566666603088379,0.011,11.25,78.0,0.0257,0.6927631915291862,23.78333282470703,85.0,1.0769309068580473
0.812976571923729,1.14,-0.06667,410.0,8.566666603088379,0.011,11.25,78.0,0.0257,0.7678440380967735,23.78333282470703,85.0,1.260251282031553
0.8243074601889404,1.3,-0.06667,410.0,8.566666603088379,0.011,11.25,78.0,0.0257,0.8213908717837829,23.78333282470703,85.0,1.2924539242389947
1.0769309068580473,0.75,-117.0,565.0,17.45000076293945,0.0371,12.81666660308838,80.0,0.046,0.5709148878717827,17.64999961853027,173.0,1.3407642549822567
1.2795014389049386,1.1,-117.0,565.0,17.45000076293945,0.0147,12.81666660308838,80.0,0.046,0.6164727420257851,17.64999961853027,173.0,1.3536104109794906
0.9132569424693581,1.1,-117.0,565.0,17.45000076293945,0.0182,12.81666660308838,80.0,0.046,0.5957248947673286,17.64999961853027,173.0,1.2558735391977163
0.873829845629315,0.9,-117.0,565.0,17.45000076293945,0.0319,12.81666660308838,80.0,0.046,0.6029896066010493,17.64999961853027,173.0,1.217387001960137
1.00843242473726,1.25,-117.0,565.0,17.45000076293945,0.0143,12.81666660308838,80.0,0.046,0.6440266994083532,17.64999961853027,173.0,1.2409195547607728
0.8437541773238951,1.25,-117.0,565.0,17.45000076293945,0.0134,12.81666660308838,80.0,0.046,0.6180407094437165,17.64999961853027,173.0,1.1595491137938594
0.8125734397680785,0.75,-117.0,565.0,17.45000076293945,0.0371,12.81666660308838,80.0,0.046,0.6183386416432949,17.64999961853027,173.0,1.126170357583817
0.9211183345086973,1.1,-117.0,565.0,17.45000076293945,0.0147,12.81666660308838,80.0,0.046,0.6592076399529001,17.64999961853027,173.0,1.1588034305314177
0.891683145588909,1.1,-117.0,565.0,17.45000076293945,0.0182,12.81666660308838,80.0,0.046,0.65909630640763,17.64999961853027,173.0,1.130881108514706
0.8681735848435297,0.9,-117.0,565.0,17.45000076293945,0.0319,12.81666660308838,80.0,0.046,0.6590067075407544,17.64999961853027,173.0,1.105918289021043
0.9204962179137554,1.25,-117.0,565.0,17.45000076293945,0.0143,12.81666660308838,80.0,0.046,0.6860658744743838,17.64999961853027,173.0,1.1228085020007914
0.927043358952114,0.75,-117.0,565.0,17.45000076293945,0.0371,12.81666660308838,80.0,0.046,0.6964990756710397,17.64999961853027,173.0,1.1169158071614231
0.9916793025336855,1.1,-117.0,565.0,17.45000076293945,0.0147,12.81666660308838,80.0,0.046,0.7310413837304433,17.64999961853027,173.0,1.1464792079955652
0.9995634887303141,0.9,-117.0,565.0,17.45000076293945,0.0319,12.81666660308838,80.0,0.046,0.7426356501540694,17.64999961853027,173.0,1.1445478471821269
1.048547448388884,1.1,-117.0,565.0,17.45000076293945,0.0147,12.81666660308838,80.0,0.046,0.7726867784405782,17.64999961853027,173.0,1.1691218070332408
1.053210434872255,1.1,-117.0,565.0,17.45000076293945,0.0182,12.81666660308838,80.0,0.046,0.782994674137115,17.64999961853027,173.0,1.167283144036824
1.0518706771400257,1.1,-117.0,565.0,17.45000076293945,0.0182,12.81666660308838,80.0,0.046,0.7900643849738931,17.64999961853027,173.0,1.1620197367055751
1.0625020449469638,0.9,-117.0,565.0,17.45000076293945,0.0319,12.81666660308838,80.0,0.046,0.8026524658819771,17.64999961853027,173.0,1.1650277204448098
1.102615526036238,1.25,-117.0,565.0,17.45000076293945,0.0134,12.81666660308838,80.0,0.046,0.8302742420917392,17.64999961853027,173.0,1.1885859513447516
0.8270183741139433,1.4183913936399994,1.0,492.0,7.533333301544189,0.013954,11.48333358764648,92.0,0.0355,0.8319600327514243,22.45000076293945,94.0,0.5938385564488561
0.8195163131035247,1.4101613936399997,1.0,492.0,7.533333301544189,0.013954,11.48333358764648,92.0,0.0355,0.8222152966191573,22.45000076293945,94.0,0.5583577482348955
0.80949635527963,1.41979139364,1.0,492.0,7.533333301544189,0.013954,11.48333358764648,92.0,0.0355,0.8093723758058007,22.45000076293945,94.0,0.5083858914048953
0.7885747405318726,1.66,-8.0,564.0,22.88333320617676,0.0085,11.72500038146973,25.0,0.0332,1.343977785581689,23.26666641235352,239.0,0.8340677376468882
0.7773885165174858,1.83,-8.0,564.0,22.88333320617676,0.0083,11.72500038146973,25.0,0.0332,1.2479889459584312,23.26666641235352,239.0,0.7760347494762051
0.7629924328782732,1.62,-8.0,564.0,22.88333320617676,0.0114,11.72500038146973,25.0,0.0332,1.0769309068580473,23.26666641235352,239.0,0.7113651870198546
0.7463935320327646,1.7,-8.0,564.0,22.88333320617676,0.0074,11.72500038146973,25.0,0.0332,1.1588468783899717,23.26666641235352,239.0,1.3206023183726208
0.7384222643784247,1.28,17.6,560.0,-0.2166667282581329,0.017,8.008333206176758,93.0,0.0777,1.0769309068580473,15.41666698455811,109.0,0.3772503075701199
1.43113244572468,1.44,175.3,1076.0,15.31666660308838,0.04,8.791666984558105,216.0,0.0952,1.1015905893899551,16.64999961853027,303.0,1.0769309068580473
1.2364408072030288,1.53581,110.3,423.0,-7.183333396911621,0.0034,13.64166641235352,9.0,0.0285,1.0854146969911023,21.5666675567627,9.0,0.34886412675966844
1.290859289811627,1.53281,110.3,423.0,-7.183333396911621,0.0034,13.64166641235352,9.0,0.0285,1.1103040218884501,21.5666675567627,9.0,0.4938227634454623
1.3154751106085991,1.54221,110.3,423.0,-7.183333396911621,0.0034,13.64166641235352,9.0,0.0285,1.128540143705395,21.5666675567627,9.0,0.5987929246841287
1.286646094884216,1.5417,110.3,423.0,-7.183333396911621,0.003,13.64166641235352,9.0,0.0285,1.1277576098544753,21.5666675567627,9.0,0.6502808322695076
1.3171091562884492,1.4456900000000001,110.3,423.0,-7.183333396911621,0.003,13.64166641235352,9.0,0.0285,1.1478872586676556,21.5666675567627,9.0,0.7302871735284687
1.347176123676883,1.45516,110.3,423.0,-7.183333396911621,0.003,13.64166641235352,9.0,0.0285,1.1688312874351172,21.5666675567627,9.0,0.8017392309664593
1.357418722615767,1.4309600000000002,110.3,423.0,-7.183333396911621,0.003,13.64166641235352,9.0,0.0285,1.1815935976910539,21.5666675567627,9.0,0.8515748372817872
1.3500013472031929,1.4036600000000004,110.3,423.0,-7.183333396911621,0.0024,13.64166641235352,9.0,0.0285,1.185690727925245,21.5666675567627,9.0,0.8818786055529061
1.3655163223060673,1.3970600000000002,110.3,423.0,-7.183333396911621,0.0024,13.64166641235352,9.0,0.0285,1.2002944912799303,21.5666675567627,9.0,0.9254987684118914
1.3767734852607059,1.3276300000000003,110.3,423.0,-7.183333396911621,0.0024,13.64166641235352,9.0,0.0285,1.2127570892573878,21.5666675567627,9.0,0.9621463104309214
1.3699365457385733,1.3131300000000004,110.3,423.0,-7.183333396911621,0.0024,13.64166641235352,9.0,0.0285,1.2153839832071365,21.5666675567627,9.0,0.9809057234615056
1.3607875022231317,1.2758899999999997,110.3,423.0,-7.183333396911621,0.0027,13.64166641235352,9.0,0.0285,1.216025350236759,21.5666675567627,9.0,0.9948943439918077
1.3723423563952677,1.2604408557499998,110.3,423.0,-7.183333396911621,0.0027,13.64166641235352,9.0,0.0285,1.2277982009060644,21.5666675567627,9.0,1.0238822821489393
1.3923018038931,1.2764808557500003,110.3,423.0,-7.183333396911621,0.0027,13.64166641235352,9.0,0.0285,1.2444828479044214,21.5666675567627,9.0,1.0582708162344132
1.3970672905822528,1.2892808557500004,110.3,423.0,-7.183333396911621,0.0027,13.64166641235352,9.0,0.0285,1.252269438450869,21.5666675567627,9.0,1.0782617566183863
0.7285998920541885,1.52,52.5,200.0,28.63333320617676,0.0136,15.10833358764648,2.0,0.008700000000000001,1.2438247438632222,28.63333320617676,119.0,1.4311324457246795
0.7286542425240062,1.37,172.5,701.0,16.5,0.022,10.5,150.0,0.05810000000000001,0.7828406687958115,16.5,183.0,1.0742718543281788
0.733552442064675,1.25,172.5,701.0,16.5,0.029,10.5,150.0,0.05810000000000001,0.7884313199059937,16.5,183.0,1.0718099482888432
0.7491455751974191,1.1862699999999997,-93.0,764.0,-8.583333015441895,0.031,11.375,69.0,0.0714,0.808912927118164,21.26666641235352,69.0,1.0769309068580473
0.7468934856948727,1.19187,-93.0,764.0,-8.583333015441895,0.031,11.375,69.0,0.0714,0.8044323632187077,21.26666641235352,69.0,0.8443495112000706
0.7411086196374799,1.1857700000000002,-93.0,764.0,-8.583333015441895,0.031,11.375,69.0,0.0714,0.7951834615946591,21.26666641235352,69.0,0.6923102708455527
0.7393432675696142,1.01,172.5,637.0,14.80000019073486,0.0255,10.38333320617676,142.0,0.0532,0.791590156763513,16.39999961853027,195.0,1.096698718361363
0.7441513263540634,1.25,172.5,637.0,14.80000019073486,0.0255,10.38333320617676,142.0,0.0532,0.7970256646999141,16.39999961853027,195.0,1.0947131308178828
0.7424708893918971,1.24,172.5,637.0,14.80000019073486,0.0255,10.38333320617676,142.0,0.0532,0.7936485242647754,16.39999961853027,195.0,1.0770288920869353
0.7410904025544732,1.24,172.5,637.0,14.80000019073486,0.0255,10.38333320617676,142.0,0.0532,0.7907446514863499,16.39999961853027,195.0,1.0612633315697129
0.7392048324758227,1.32,172.5,637.0,14.80000019073486,0.0255,10.38333320617676,142.0,0.0532,0.7872249026023206,16.39999961853027,195.0,1.0453166842738262
0.7372209322575791,1.34,172.5,637.0,14.80000019073486,0.0255,10.38333320617676,142.0,0.0532,0.7836381323088486,16.39999961853027,195.0,1.0301091992173237
1.2840434120455857,1.53,-6.0,535.0,26.08333396911621,0.0054,11.51666641235352,22.0,0.0304,0.8327034860113077,26.21666717529297,224.0,0.645110394662582
1.2308199427465012,1.26,-6.0,535.0,26.08333396911621,0.0054,11.51666641235352,22.0,0.0304,0.8469513767450658,26.21666717529297,224.0,0.6717400854402664
1.3046828192972735,1.65,-6.0,535.0,26.08333396911621,0.0054,11.51666641235352,22.0,0.0304,0.9060260785526424,26.21666717529297,224.0,0.7385572265476578
1.1682676494893622,1.39,-6.0,535.0,26.08333396911621,0.0054,11.51666641235352,22.0,0.0304,0.8689427820252592,26.21666717529297,224.0,0.7142584393035476
0.7312673615650173,1.2,-81.0,1008.0,-4.300000190734863,0.037,9.291666984558105,210.0,0.1065,1.2278224774707345,19.08333396911621,225.0,0.7468748837498042
0.7355297324545618,1.2,-81.0,1008.0,-4.300000190734863,0.037,9.291666984558105,210.0,0.1065,1.2218167455423223,19.08333396911621,225.0,0.7625836859766558
0.7347046734694208,1.4,-81.0,1008.0,-4.300000190734863,0.019,9.291666984558105,210.0,0.1065,0.8939299828292998,19.08333396911621,225.0,0.7580766785310188
0.7341695832523254,1.4,-81.0,1008.0,-4.300000190734863,0.019,9.291666984558105,210.0,0.1065,0.8822975237121973,19.08333396911621,225.0,0.7549817534963956
0.7328203068072852,1.1,-81.0,1008.0,-4.300000190734863,0.031,9.291666984558105,210.0,0.1065,0.8685961281039857,19.08333396911621,225.0,0.7493003558424906
1.0769309068580473,1.23,146.0,506.0,19.81666564941406,0.0115,12.60000038146973,94.0,0.0295,0.46349189661667956,22.54999923706055,148.0,0.754278647102642
0.8575201073111822,1.33,146.0,506.0,19.81666564941406,0.0115,12.60000038146973,94.0,0.0295,0.5216977003325588,22.54999923706055,148.0,0.7492278062618449
0.7345230427094276,1.4965708557500006,-1.0,852.0,26.93333435058594,0.0077,12.55833339691162,5.0,0.0357,1.2057912690413584,31.06666564941406,562.0,1.0769309068580473
0.7466959949912285,1.4886567481700002,-1.0,852.0,26.93333435058594,0.0077,12.55833339691162,5.0,0.0357,1.2184113603214481,31.06666564941406,562.0,1.362212685351273
0.7598668340079793,1.4962076039200003,-1.0,852.0,26.93333435058594,0.0077,12.55833339691162,5.0,0.0357,1.2331132603198602,31.06666564941406,562.0,1.490701710322277
0.7731423092415438,1.4985976039200002,-1.0,852.0,26.93333435058594,0.0077,12.55833339691162,5.0,0.0357,1.2479501567164168,31.06666564941406,562.0,1.5635458894898195
0.7855296431159233,1.56,78.6,717.0,23.25,0.00684,12.32499980926514,13.0,0.0328,0.5430036851354305,31.41666793823242,26.0,1.0769309068580473
0.7885659052789208,1.62,78.6,717.0,23.25,0.00625,12.32499980926514,13.0,0.0328,0.6394818189068896,31.41666793823242,26.0,1.0511626304253867
0.7916172608808352,1.41,78.6,717.0,23.25,0.00889,12.32499980926514,13.0,0.0328,0.7050139079944198,31.41666793823242,26.0,1.0449998714276145
0.7977980334400846,1.37,78.6,717.0,23.25,0.01782,12.32499980926514,13.0,0.0328,0.7889061837352218,31.41666793823242,26.0,1.1068148631157197
0.8073856435822508,1.05,135.3,1676.0,5.900000095367432,0.0242,8.741666793823242,328.0,0.1425,0.8680817404967137,24.36666679382324,330.0,1.00665304439244
0.8149620693133544,1.1,135.3,1676.0,5.900000095367432,0.0117,8.741666793823242,328.0,0.1425,0.8964891024350703,24.36666679382324,330.0,1.0205103326140983
0.8247702603991103,1.15,135.3,1676.0,5.900000095367432,0.0064,8.741666793823242,328.0,0.1425,0.9318396271056308,24.36666679382324,330.0,1.0398334509860592
0.822598278098529,1.05,135.3,1676.0,5.900000095367432,0.0242,8.741666793823242,328.0,0.1425,0.91858108791218,24.36666679382324,330.0,1.0277218847395027
0.8189568110663196,1.1,135.3,1676.0,5.900000095367432,0.0117,8.741666793823242,328.0,0.1425,0.9007920020607163,24.36666679382324,330.0,1.0124780679332974
0.8192072480446031,1.15,135.3,1676.0,5.900000095367432,0.0064,8.741666793823242,328.0,0.1425,0.8982900364822278,24.36666679382324,330.0,1.0075714039402601
0.8257997739007766,1.3062299999999993,-6.2,542.0,24.41666603088379,0.006,10.25833320617676,21.0,0.0321,1.0769309068580473,24.76666641235352,236.0,1.2022483035121185
0.8265422817420283,1.09,1.4,670.0,20.60000038146973,0.01,9.75,146.0,0.05520000000000001,1.2411850475821133,20.76666641235352,157.0,0.7432983826486034
0.834812694030991,1.43,1.4,670.0,20.60000038146973,0.01,9.75,146.0,0.05520000000000001,1.2686595759293255,20.76666641235352,157.0,0.7764016228526057
0.8392567179492849,1.07,1.4,670.0,20.60000038146973,0.008,9.75,146.0,0.05520000000000001,0.774845563504271,20.76666641235352,157.0,0.7942022862273418
0.8475967466602765,1.42,1.4,670.0,20.60000038146973,0.008,9.75,146.0,0.05520000000000001,0.7905378992751437,20.76666641235352,157.0,0.8242888444915335
0.8517696595658658,1.28,1.4,670.0,20.60000038146973,0.013,9.75,146.0,0.05520000000000001,0.9183324159584529,20.76666641235352,157.0,0.8389813017196955
0.8564557252958037,1.4,1.4,670.0,20.60000038146973,0.013,9.75,146.0,0.05520000000000001,0.9327142398900523,20.76666641235352,157.0,0.8546115960803969
0.8609358624434705,1.23,1.4,670.0,20.60000038146973,0.013,9.75,146.0,0.05520000000000001,1.2663949062882802,20.76666641235352,157.0,0.8688601680218552
0.8655650674642249,1.41,1.4,670.0,20.60000038146973,0.013,9.75,146.0,0.05520000000000001,1.2691766661559665,20.76666641235352,157.0,0.8829401479061786
0.8703373412734013,1.21,1.4,670.0,20.60000038146973,0.012,9.75,146.0,0.05520000000000001,0.7987812279344942,20.76666641235352,157.0,0.8968631316264344
0.8764274103837886,1.4,1.4,670.0,20.60000038146973,0.012,9.75,146.0,0.05520000000000001,0.8109336440464366,20.76666641235352,157.0,0.9141449795799159
0.8805946590063392,1.23,1.4,670.0,20.60000038146973,0.013,9.75,146.0,0.05520000000000001,1.2608818460513307,20.76666641235352,157.0,0.9251696867692213
0.8864863201040432,1.4,1.4,670.0,20.60000038146973,0.013,9.75,146.0,0.05520000000000001,1.2662377158648026,20.76666641235352,157.0,0.9407294319694365
0.8902422765797452,1.35,1.4,670.0,20.60000038146973,0.01,9.75,146.0,0.05520000000000001,1.2731299302091927,20.76666641235352,157.0,0.9497602234188951
0.894967209402005,1.39,1.4,670.0,20.60000038146973,0.01,9.75,146.0,0.05520000000000001,1.2793208985992588,20.76666641235352,157.0,0.9611771207440669
0.8971999416217397,1.34,1.4,670.0,20.60000038146973,0.008,9.75,146.0,0.05520000000000001,0.8194702758316128,20.76666641235352,157.0,0.9654866340938194
0.9008243325295591,1.38,1.4,670.0,20.60000038146973,0.008,9.75,146.0,0.05520000000000001,0.8274468779404436,20.76666641235352,157.0,0.9734007356820539
0.9029542290488802,1.42,1.4,670.0,20.60000038146973,0.013,9.75,146.0,0.05520000000000001,0.9456532959802039,20.76666641235352,157.0,0.9771773039664595
0.9053209423206456,1.4,1.4,670.0,20.60000038146973,0.013,9.75,146.0,0.05520000000000001,0.953088029547197,20.76666641235352,157.0,0.9814858047442534
0.9078621154533254,1.21,1.4,670.0,20.60000038146973,0.013,9.75,146.0,0.05520000000000001,1.2702395885660474,20.76666641235352,157.0,0.9861462967150422
0.9101101052446753,1.41,1.4,670.0,20.60000038146973,0.013,9.75,146.0,0.05520000000000001,1.2635954454745513,20.76666641235352,157.0,0.9899718482546719
0.9122500890565679,1.24,1.4,670.0,20.60000038146973,0.012,9.75,146.0,0.05520000000000001,0.8325678536148889,20.76666641235352,157.0,0.9934581321748148
0.914450214249542,1.43,1.4,670.0,20.60000038146973,0.012,9.75,146.0,0.05520000000000001,0.838020328304191,20.76666641235352,157.0,0.9970315927994571
0.9162474497275356,1.24,1.4,670.0,20.60000038146973,0.013,9.75,146.0,0.05520000000000001,1.2662277210719315,20.76666641235352,157.0,0.9995731527887479
